,Team,Conference,Region,Cinderella,Conference Tournament Champion,Number of Tournament Wins,Made Tournament Previous Year,Game Count,Wins,Losses,3-Pointers Made,3-Pointers Attempted,3-Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Rebounds,Opponent's Rebounds,Rebound Differential,Offensive Rebounds,Assists,Turnovers,Assist to Turnover Ratio,ESPN Strength of Schedule,Wins Against Top 25 RPI Teams,Losses Against Top 25 RPI Teams,Total Points,Average PPG,Total Opp Points,Average Opp PPG,Total Scoring Differential,Scoring Differential Per Game
10,Coastal Caro.,Big South,West,1.0,1.0,0.0,1.0,33.0,24.0,9.0,221.0,621.0,0.355877616747182,529.0,769.0,0.687906371911573,1311.0,1027.0,284.0,440.0,376.0,393.0,0.956743002544529,317.0,0.0,0.0,2366.0,71.7,2035.0,61.7,331.0,10.0
11,Davidson,Atlantic 10,South,1.0,0.0,0.0,0.0,31.0,24.0,7.0,337.0,849.0,0.396937573616019,386.0,543.0,0.710865561694291,1114.0,1086.0,28.0,325.0,534.0,297.0,1.7979797979798,122.0,1.0,4.0,2477.0,79.9,2138.0,69.0,339.0,10.9
12,Dayton,Atlantic 10,East,1.0,0.0,1.0,1.0,33.0,25.0,8.0,213.0,605.0,0.352066115702479,538.0,789.0,0.681875792141952,1041.0,1077.0,-36.0,245.0,456.0,379.0,1.20316622691293,113.0,1.0,2.0,2251.0,68.2,2010.0,60.9,241.0,7.3
13,Duke,Atlantic Coast,South,0.0,0.0,6.0,1.0,33.0,29.0,4.0,250.0,648.0,0.385802469135802,522.0,755.0,0.691390728476821,1232.0,1027.0,205.0,401.0,512.0,371.0,1.3800539083558,11.0,7.0,2.0,2660.0,80.6,2164.0,65.6,496.0,15.0
14,Eastern Wash.,Big Sky,South,1.0,1.0,0.0,0.0,34.0,26.0,8.0,335.0,832.0,0.402644230769231,509.0,704.0,0.723011363636364,1155.0,1149.0,6.0,341.0,448.0,367.0,1.22070844686649,236.0,0.0,1.0,2746.0,80.8,2504.0,73.6,242.0,7.2
15,Georgetown,Big East,South,0.0,0.0,1.0,0.0,31.0,21.0,10.0,181.0,521.0,0.347408829174664,511.0,728.0,0.701923076923077,1089.0,1003.0,86.0,347.0,408.0,392.0,1.04081632653061,12.0,1.0,5.0,2192.0,70.7,2004.0,64.6,188.0,6.10000000000001
16,Georgia,Southeastern,East,1.0,0.0,0.0,0.0,32.0,21.0,11.0,180.0,524.0,0.343511450381679,551.0,800.0,0.68875,1217.0,1082.0,135.0,348.0,403.0,408.0,0.987745098039216,33.0,0.0,5.0,2187.0,68.3,2054.0,64.2,133.0,4.09999999999999
17,Georgia St.,Sun Belt,West,1.0,1.0,1.0,0.0,33.0,24.0,9.0,163.0,492.0,0.33130081300813,504.0,693.0,0.727272727272727,1082.0,1102.0,-20.0,309.0,450.0,352.0,1.27840909090909,150.0,0.0,1.0,2375.0,72.0,2053.0,62.2,322.0,9.8
18,Gonzaga,West Coast,South,0.0,1.0,3.0,1.0,34.0,32.0,2.0,242.0,593.0,0.408094435075885,502.0,725.0,0.692413793103448,1286.0,1041.0,245.0,345.0,561.0,359.0,1.56267409470752,84.0,1.0,1.0,2690.0,79.1,2071.0,60.9,619.0,18.2
19,Hampton,Mid-Eastern,Midwest,1.0,1.0,0.0,0.0,33.0,16.0,17.0,187.0,615.0,0.304065040650407,523.0,802.0,0.65211970074813,1224.0,1193.0,31.0,404.0,350.0,469.0,0.746268656716418,333.0,0.0,0.0,2216.0,67.2,2244.0,68.0,-28.0,-0.799999999999997
20,Harvard,Ivy League,West,1.0,1.0,0.0,1.0,29.0,22.0,7.0,141.0,399.0,0.353383458646617,420.0,589.0,0.713073005093379,999.0,891.0,108.0,304.0,375.0,342.0,1.09649122807018,143.0,0.0,1.0,1861.0,64.2,1660.0,57.2,201.0,7.0
21,Indiana,Big Ten,Midwest,1.0,0.0,0.0,0.0,33.0,20.0,13.0,308.0,764.0,0.403141361256544,451.0,631.0,0.714738510301109,1187.0,1083.0,104.0,395.0,463.0,379.0,1.22163588390501,23.0,2.0,7.0,2557.0,77.5,2357.0,71.4,200.0,6.09999999999999
22,Iowa,Big Ten,South,0.0,0.0,1.0,1.0,32.0,21.0,11.0,181.0,545.0,0.332110091743119,524.0,703.0,0.745376955903272,1206.0,1072.0,134.0,401.0,460.0,361.0,1.27423822714681,28.0,2.0,5.0,2221.0,69.4,1980.0,61.9,241.0,7.50000000000001
23,Iowa St.,Big 12,South,0.0,1.0,0.0,1.0,33.0,25.0,8.0,257.0,703.0,0.365576102418208,497.0,714.0,0.696078431372549,1184.0,1144.0,40.0,314.0,534.0,364.0,1.46703296703297,13.0,7.0,5.0,2586.0,78.4,2286.0,69.3,300.0,9.10000000000001
24,Kansas,Big 12,Midwest,0.0,0.0,1.0,1.0,34.0,26.0,8.0,198.0,528.0,0.375,579.0,804.0,0.720149253731343,1290.0,1166.0,124.0,402.0,451.0,435.0,1.0367816091954,1.0,9.0,5.0,2421.0,71.2,2199.0,64.7,222.0,6.5
25,Kentucky,Southeastern,Midwest,0.0,1.0,4.0,1.0,34.0,34.0,0.0,185.0,529.0,0.349716446124764,596.0,825.0,0.722424242424242,1298.0,1045.0,253.0,439.0,500.0,361.0,1.38504155124654,45.0,6.0,0.0,2547.0,74.9,1835.0,54.0,712.0,20.9
26,Lafayette,Patriot,East,1.0,1.0,0.0,0.0,32.0,20.0,12.0,257.0,622.0,0.413183279742765,415.0,542.0,0.765682656826568,992.0,1057.0,-65.0,272.0,499.0,351.0,1.42165242165242,192.0,0.0,2.0,2374.0,74.2,2316.0,72.4,58.0,1.8
27,Louisville,Atlantic Coast,East,0.0,0.0,3.0,1.0,32.0,24.0,8.0,181.0,595.0,0.304201680672269,468.0,709.0,0.660084626234133,1221.0,1125.0,96.0,413.0,374.0,378.0,0.989417989417989,22.0,2.0,6.0,2215.0,69.2,1905.0,59.5,310.0,9.7
28,LSU,Southeastern,East,1.0,0.0,0.0,0.0,32.0,22.0,10.0,184.0,543.0,0.338858195211786,438.0,636.0,0.688679245283019,1253.0,1180.0,73.0,388.0,502.0,468.0,1.07264957264957,97.0,2.0,1.0,2358.0,73.7,2167.0,67.7,191.0,6.0
29,Manhattan,Metro Atlantic,Midwest,1.0,1.0,0.0,1.0,32.0,19.0,13.0,209.0,615.0,0.339837398373984,561.0,808.0,0.694306930693069,1024.0,1091.0,-67.0,333.0,445.0,464.0,0.959051724137931,304.0,0.0,0.0,2236.0,69.9,2160.0,67.5,76.0,2.40000000000001
30,Maryland,Big Ten,Midwest,0.0,0.0,1.0,0.0,33.0,27.0,6.0,241.0,647.0,0.372488408037094,570.0,753.0,0.756972111553785,1157.0,1107.0,50.0,302.0,360.0,397.0,0.906801007556675,55.0,4.0,2.0,2293.0,69.5,2087.0,63.2,206.0,6.3
31,Michigan St.,Big Ten,East,0.0,0.0,4.0,1.0,34.0,23.0,11.0,256.0,663.0,0.386123680241327,386.0,610.0,0.632786885245902,1281.0,1050.0,231.0,390.0,582.0,395.0,1.47341772151899,7.0,1.0,7.0,2444.0,71.9,2156.0,63.4,288.0,8.50000000000001
32,New Mexico St.,Western Athletic,Midwest,1.0,1.0,0.0,1.0,33.0,23.0,10.0,160.0,435.0,0.367816091954023,524.0,755.0,0.694039735099338,1170.0,947.0,223.0,414.0,398.0,459.0,0.867102396514161,230.0,0.0,2.0,2260.0,68.5,1958.0,59.3,302.0,9.2
33,North Carolina,Atlantic Coast,West,0.0,0.0,2.0,1.0,35.0,24.0,11.0,167.0,484.0,0.34504132231405,522.0,746.0,0.699731903485255,1436.0,1150.0,286.0,488.0,621.0,444.0,1.39864864864865,2.0,3.0,7.0,2727.0,77.9,2394.0,68.4,333.0,9.5
34,North Carolina St.,Atlantic Coast,East,0.0,0.0,2.0,1.0,33.0,20.0,13.0,219.0,607.0,0.360790774299835,464.0,679.0,0.683357879234168,1249.0,1140.0,109.0,400.0,383.0,347.0,1.10374639769452,6.0,3.0,6.0,2323.0,70.4,2159.0,65.4,164.0,5.0
35,North Dakota St.,Summit League,South,1.0,1.0,0.0,1.0,32.0,23.0,9.0,220.0,579.0,0.379965457685665,417.0,602.0,0.692691029900332,1074.0,1008.0,66.0,271.0,310.0,312.0,0.993589743589744,287.0,0.0,0.0,2065.0,64.5,1969.0,61.5,96.0,3.0
36,North Florida,ASUN,South,1.0,1.0,0.0,0.0,34.0,23.0,11.0,308.0,788.0,0.390862944162437,522.0,721.0,0.723994452149792,1178.0,1156.0,22.0,327.0,491.0,417.0,1.17745803357314,337.0,0.0,1.0,2574.0,75.7,2304.0,67.8,270.0,7.90000000000001
37,Northeastern,Colonial,Midwest,1.0,1.0,0.0,0.0,34.0,23.0,11.0,200.0,515.0,0.388349514563107,510.0,703.0,0.725462304409673,1127.0,963.0,164.0,284.0,485.0,467.0,1.03854389721627,200.0,0.0,0.0,2332.0,68.6,2210.0,65.0,122.0,3.59999999999999
38,Notre Dame,Atlantic Coast,Midwest,0.0,1.0,3.0,0.0,34.0,29.0,5.0,281.0,716.0,0.392458100558659,509.0,688.0,0.739825581395349,1114.0,1109.0,5.0,283.0,514.0,319.0,1.61128526645768,94.0,6.0,3.0,2680.0,78.8,2232.0,65.6,448.0,13.2
39,Ohio St.,Big Ten,West,1.0,0.0,1.0,1.0,33.0,23.0,10.0,225.0,605.0,0.371900826446281,445.0,656.0,0.678353658536585,1183.0,1088.0,95.0,372.0,509.0,373.0,1.36461126005362,74.0,1.0,5.0,2502.0,75.8,2057.0,62.3,445.0,13.5
40,Oklahoma,Big 12,East,0.0,0.0,2.0,1.0,32.0,22.0,10.0,216.0,629.0,0.343402225755167,450.0,612.0,0.735294117647059,1219.0,1184.0,35.0,351.0,400.0,388.0,1.03092783505155,17.0,4.0,6.0,2302.0,71.9,2008.0,62.8,294.0,9.10000000000001
41,Oklahoma St.,Big 12,West,1.0,0.0,0.0,1.0,31.0,18.0,13.0,216.0,618.0,0.349514563106796,459.0,632.0,0.72626582278481,1008.0,1071.0,-63.0,278.0,355.0,380.0,0.934210526315789,18.0,3.0,9.0,2087.0,67.3,1932.0,62.3,155.0,5.0
42,Ole Miss,Southeastern,West,1.0,0.0,0.0,0.0,32.0,20.0,12.0,207.0,612.0,0.338235294117647,541.0,695.0,0.77841726618705,1202.0,1114.0,88.0,397.0,410.0,363.0,1.12947658402204,49.0,1.0,2.0,2324.0,72.6,2160.0,67.5,164.0,5.09999999999999
43,Oregon,Pac-12,West,0.0,0.0,1.0,1.0,34.0,25.0,9.0,248.0,688.0,0.36046511627907,447.0,587.0,0.761499148211244,1236.0,1189.0,47.0,359.0,484.0,401.0,1.2069825436409,48.0,2.0,4.0,2569.0,75.6,2405.0,70.7,164.0,4.89999999999999
44,Providence,Big East,East,0.0,0.0,0.0,1.0,33.0,22.0,11.0,161.0,520.0,0.309615384615385,540.0,761.0,0.709592641261498,1189.0,1061.0,128.0,398.0,465.0,391.0,1.18925831202046,5.0,3.0,4.0,2317.0,70.2,2161.0,65.5,156.0,4.7
45,Purdue,Big Ten,Midwest,1.0,0.0,0.0,0.0,33.0,21.0,12.0,191.0,571.0,0.334500875656743,515.0,752.0,0.684840425531915,1198.0,1049.0,149.0,388.0,492.0,432.0,1.13888888888889,68.0,0.0,5.0,2308.0,69.9,2129.0,64.5,179.0,5.40000000000001
46,Robert Morris,Northeast,South,1.0,1.0,0.0,0.0,33.0,19.0,14.0,211.0,555.0,0.38018018018018,462.0,647.0,0.714064914992272,1103.0,1180.0,-77.0,344.0,404.0,454.0,0.889867841409692,252.0,0.0,2.0,2277.0,69.0,2235.0,67.7,42.0,1.3
47,San Diego St.,Mountain West,South,0.0,0.0,1.0,1.0,34.0,26.0,8.0,178.0,556.0,0.320143884892086,411.0,653.0,0.629402756508423,1197.0,1087.0,110.0,413.0,360.0,386.0,0.932642487046632,79.0,1.0,1.0,2101.0,61.8,1807.0,53.1,294.0,8.7
48,SFA,Southland,South,1.0,1.0,0.0,1.0,33.0,29.0,4.0,257.0,666.0,0.385885885885886,577.0,786.0,0.734096692111959,1147.0,968.0,179.0,402.0,587.0,465.0,1.26236559139785,193.0,0.0,2.0,2622.0,79.5,2129.0,64.5,493.0,15.0
49,SMU,AAC,South,0.0,1.0,0.0,0.0,33.0,27.0,6.0,138.0,384.0,0.359375,529.0,750.0,0.705333333333333,1211.0,982.0,229.0,378.0,512.0,417.0,1.22781774580336,42.0,0.0,2.0,2291.0,69.4,1972.0,59.8,319.0,9.60000000000001
50,St. John's (NY),Big East,South,1.0,0.0,0.0,0.0,32.0,21.0,11.0,195.0,552.0,0.353260869565217,468.0,676.0,0.692307692307692,1133.0,1252.0,-119.0,330.0,402.0,342.0,1.17543859649123,30.0,3.0,6.0,2279.0,71.2,2164.0,67.6,115.0,3.60000000000001
51,Texas,Big 12,Midwest,1.0,0.0,0.0,1.0,33.0,20.0,13.0,206.0,607.0,0.339373970345964,478.0,659.0,0.725341426403642,1310.0,1035.0,275.0,410.0,435.0,420.0,1.03571428571429,15.0,2.0,10.0,2242.0,67.9,1993.0,60.4,249.0,7.50000000000001
52,Texas Southern,Southwestern,West,1.0,1.0,0.0,1.0,34.0,22.0,12.0,180.0,562.0,0.320284697508897,550.0,831.0,0.661853188929001,1174.0,1159.0,15.0,386.0,370.0,445.0,0.831460674157303,303.0,1.0,3.0,2318.0,68.2,2293.0,67.4,25.0,0.799999999999997
53,UAB,Conference USA,South,1.0,1.0,1.0,0.0,34.0,19.0,15.0,187.0,563.0,0.33214920071048,514.0,694.0,0.740634005763689,1244.0,1191.0,53.0,403.0,490.0,461.0,1.06290672451193,109.0,0.0,2.0,2341.0,68.9,2301.0,67.7,40.0,1.2
54,UC Irvine,Big West,East,1.0,1.0,0.0,0.0,33.0,21.0,12.0,212.0,544.0,0.389705882352941,368.0,539.0,0.682745825602968,1169.0,1119.0,50.0,320.0,470.0,382.0,1.2303664921466,158.0,0.0,1.0,2240.0,67.9,2056.0,62.3,184.0,5.60000000000001
55,UCLA,Pac-12,South,1.0,0.0,2.0,1.0,33.0,20.0,13.0,205.0,564.0,0.363475177304965,473.0,700.0,0.675714285714286,1253.0,1124.0,129.0,406.0,459.0,392.0,1.17091836734694,29.0,1.0,7.0,2376.0,72.0,2245.0,68.0,131.0,4.0
56,UNI,Missouri Valley,East,0.0,1.0,1.0,0.0,33.0,30.0,3.0,242.0,608.0,0.398026315789474,445.0,613.0,0.725938009787928,1017.0,939.0,78.0,238.0,394.0,346.0,1.13872832369942,142.0,1.0,2.0,2157.0,65.4,1792.0,54.3,365.0,11.1
57,Utah,Pac-12,South,0.0,0.0,2.0,0.0,32.0,24.0,8.0,247.0,611.0,0.404255319148936,484.0,692.0,0.699421965317919,1117.0,953.0,164.0,296.0,458.0,366.0,1.25136612021858,32.0,1.0,3.0,2307.0,72.1,1822.0,56.9,485.0,15.2
58,Valparaiso,Horizon,Midwest,1.0,1.0,0.0,0.0,33.0,28.0,5.0,224.0,593.0,0.377740303541315,446.0,658.0,0.677811550151976,1245.0,1006.0,239.0,386.0,431.0,413.0,1.04358353510896,278.0,0.0,0.0,2304.0,69.8,1956.0,59.3,348.0,10.5
59,VCU,Atlantic 10,West,0.0,1.0,0.0,1.0,35.0,26.0,9.0,283.0,828.0,0.341787439613527,510.0,778.0,0.655526992287918,1240.0,1287.0,-47.0,431.0,442.0,373.0,1.18498659517426,9.0,1.0,2.0,2537.0,72.5,2293.0,65.5,244.0,7.0
60,Villanova,Big East,East,0.0,1.0,1.0,1.0,34.0,32.0,2.0,306.0,787.0,0.388818297331639,565.0,777.0,0.727155727155727,1170.0,1093.0,77.0,351.0,541.0,369.0,1.46612466124661,52.0,5.0,1.0,2593.0,76.3,2070.0,60.9,523.0,15.4
61,Virginia,Atlantic Coast,East,0.0,0.0,1.0,1.0,32.0,29.0,3.0,162.0,449.0,0.360801781737194,407.0,563.0,0.72291296625222,1158.0,908.0,250.0,329.0,413.0,304.0,1.35855263157895,25.0,5.0,3.0,2091.0,65.3,1622.0,50.7,469.0,14.6
62,West Virginia,Big 12,Midwest,0.0,0.0,2.0,0.0,32.0,23.0,9.0,213.0,669.0,0.318385650224215,527.0,798.0,0.660401002506266,1177.0,1063.0,114.0,539.0,465.0,418.0,1.11244019138756,39.0,2.0,7.0,2366.0,73.9,2139.0,66.8,227.0,7.10000000000001
63,Wichita St.,Missouri Valley,Midwest,0.0,0.0,2.0,1.0,32.0,28.0,4.0,224.0,619.0,0.361873990306947,439.0,638.0,0.688087774294671,1138.0,970.0,168.0,380.0,445.0,301.0,1.47840531561462,120.0,1.0,2.0,2231.0,69.7,1786.0,55.8,445.0,13.9
64,Wisconsin,Big Ten,West,0.0,1.0,5.0,1.0,34.0,31.0,3.0,237.0,663.0,0.357466063348416,487.0,638.0,0.763322884012539,1145.0,942.0,203.0,322.0,432.0,252.0,1.71428571428571,16.0,4.0,2.0,2444.0,71.9,1908.0,56.1,536.0,15.8
65,Wofford,Southern,West,1.0,1.0,0.0,1.0,34.0,28.0,6.0,215.0,572.0,0.375874125874126,463.0,672.0,0.688988095238095,1102.0,1054.0,48.0,310.0,454.0,371.0,1.22371967654987,238.0,0.0,2.0,2278.0,67.0,2033.0,59.8,245.0,7.2
66,Wyoming,Mountain West,East,1.0,1.0,0.0,0.0,34.0,25.0,9.0,200.0,620.0,0.32258064516129,445.0,629.0,0.707472178060413,1025.0,1023.0,2.0,212.0,487.0,380.0,1.28157894736842,180.0,0.0,1.0,2097.0,61.7,1903.0,56.0,194.0,5.7
67,Xavier,Big East,West,0.0,0.0,2.0,1.0,34.0,21.0,13.0,214.0,613.0,0.34910277324633,517.0,713.0,0.725105189340813,1184.0,1060.0,124.0,340.0,557.0,411.0,1.35523114355231,10.0,4.0,4.0,2501.0,73.6,2300.0,67.6,201.0,6.0
