,Team,Conference,Region,Cinderella,Conference Tournament Champion,Number of Tournament Wins,Made Tournament Previous Year,Game Count,Wins,Losses,3-Pointers Made,3-Pointers Attempted,3-Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Rebounds,Opponent's Rebounds,Rebound Differential,Offensive Rebounds,Assists,Turnovers,Assist to Turnover Ratio,ESPN Strength of Schedule,Wins Against Top 25 RPI Teams,Losses Against Top 25 RPI Teams,Total Points,Average PPG,Total Opp Points,Average Opp PPG,Total Scoring Differential,Scoring Differential Per Game
17,Kansas,Big 12,Midwest,0.0,0.0,3.0,1.0,32.0,28.0,4.0,279.0,689.0,0.404934687953556,476.0,715.0,0.665734265734266,1243.0,1114.0,129.0,385.0,521.0,419.0,1.24343675417661,35.0,6.0,2.0,2647.0,82.7,2316.0,72.4,331.0,10.3
18,Kansas St.,Big 12,South,1.0,0.0,0.0,0.0,33.0,20.0,13.0,234.0,649.0,0.36055469953775,499.0,724.0,0.689226519337017,1081.0,1118.0,-37.0,314.0,494.0,431.0,1.1461716937355,43.0,3.0,7.0,2367.0,71.7,2209.0,66.9,158.0,4.8
19,Kent St.,Mid-American,South,1.0,1.0,0.0,0.0,35.0,22.0,13.0,248.0,781.0,0.317541613316261,534.0,743.0,0.718707940780619,1416.0,1206.0,210.0,524.0,439.0,457.0,0.960612691466083,224.0,0.0,0.0,2692.0,76.9,2531.0,72.3,161.0,4.60000000000001
20,Kentucky,Southeastern,South,0.0,1.0,3.0,1.0,34.0,29.0,5.0,240.0,679.0,0.353460972017673,630.0,899.0,0.700778642936596,1366.0,1181.0,185.0,428.0,528.0,409.0,1.29095354523227,23.0,2.0,4.0,2922.0,85.9,2434.0,71.6,488.0,14.3
21,Louisville,Atlantic Coast,Midwest,0.0,0.0,1.0,0.0,32.0,24.0,8.0,228.0,636.0,0.358490566037736,467.0,682.0,0.68475073313783,1270.0,1086.0,184.0,426.0,435.0,357.0,1.21848739495798,2.0,4.0,7.0,2481.0,77.5,2107.0,65.8,374.0,11.7
22,Marquette,Big East,East,1.0,0.0,0.0,0.0,31.0,19.0,12.0,325.0,755.0,0.43046357615894,445.0,571.0,0.779334500875657,1031.0,1039.0,-8.0,274.0,513.0,378.0,1.35714285714286,59.0,1.0,4.0,2558.0,82.5,2325.0,75.0,233.0,7.5
23,Maryland,Big Ten,West,0.0,0.0,0.0,1.0,32.0,24.0,8.0,265.0,730.0,0.363013698630137,498.0,713.0,0.698457223001403,1148.0,1126.0,22.0,344.0,459.0,415.0,1.10602409638554,54.0,2.0,2.0,2373.0,74.2,2170.0,67.8,203.0,6.40000000000001
24,Miami (FL),Atlantic Coast,Midwest,0.0,0.0,0.0,1.0,32.0,21.0,11.0,205.0,571.0,0.359019264448336,431.0,600.0,0.718333333333333,1153.0,1007.0,146.0,354.0,381.0,407.0,0.936117936117936,41.0,3.0,8.0,2220.0,69.4,2038.0,63.7,182.0,5.7
25,Michigan,Big Ten,Midwest,0.0,1.0,2.0,1.0,35.0,24.0,11.0,328.0,860.0,0.381395348837209,450.0,581.0,0.774526678141136,1029.0,1097.0,-68.0,263.0,483.0,330.0,1.46363636363636,26.0,4.0,2.0,2618.0,74.8,2294.0,65.5,324.0,9.3
26,Michigan St.,Big Ten,Midwest,1.0,0.0,1.0,1.0,33.0,19.0,14.0,259.0,689.0,0.375907111756168,408.0,614.0,0.664495114006515,1211.0,1093.0,118.0,313.0,560.0,468.0,1.1965811965812,10.0,3.0,8.0,2367.0,71.7,2256.0,68.4,111.0,3.3
27,Middle Tenn.,Conference USA,South,1.0,1.0,1.0,1.0,34.0,30.0,4.0,217.0,590.0,0.367796610169492,412.0,590.0,0.698305084745763,1208.0,1035.0,173.0,337.0,519.0,354.0,1.46610169491525,167.0,0.0,1.0,2551.0,75.0,2153.0,63.3,398.0,11.7
28,Minnesota,Big Ten,South,0.0,0.0,0.0,0.0,33.0,24.0,9.0,203.0,590.0,0.34406779661017,555.0,785.0,0.707006369426752,1317.0,1275.0,42.0,374.0,492.0,385.0,1.27792207792208,17.0,2.0,2.0,2484.0,75.3,2280.0,69.1,204.0,6.2
29,Mt. St. Mary's,Northeast,East,1.0,1.0,0.0,0.0,34.0,19.0,15.0,246.0,690.0,0.356521739130435,415.0,615.0,0.67479674796748,1029.0,1280.0,-251.0,260.0,379.0,447.0,0.847874720357942,205.0,0.0,4.0,2323.0,68.3,2332.0,68.6,-9.0,-0.299999999999997
30,N.C. Central,Mid-Eastern,Midwest,1.0,1.0,0.0,0.0,33.0,25.0,8.0,250.0,735.0,0.340136054421769,457.0,671.0,0.68107302533532,1281.0,1186.0,95.0,388.0,466.0,397.0,1.17380352644836,351.0,0.0,0.0,2479.0,75.1,2092.0,63.4,387.0,11.7
31,Nevada,Mountain West,Midwest,1.0,1.0,0.0,0.0,34.0,28.0,6.0,312.0,811.0,0.384710234278668,593.0,843.0,0.70344009489917,1323.0,1191.0,132.0,376.0,546.0,379.0,1.44063324538259,144.0,0.0,1.0,2719.0,80.0,2412.0,70.9,307.0,9.09999999999999
32,New Mexico St.,Western Athletic,East,1.0,1.0,0.0,0.0,33.0,28.0,5.0,244.0,725.0,0.336551724137931,591.0,830.0,0.712048192771084,1312.0,1085.0,227.0,427.0,490.0,454.0,1.07929515418502,291.0,0.0,0.0,2605.0,78.9,2219.0,67.2,386.0,11.7
33,New Orleans,Southland,East,1.0,1.0,0.0,0.0,31.0,20.0,11.0,138.0,429.0,0.321678321678322,525.0,737.0,0.712347354138399,1112.0,991.0,121.0,376.0,489.0,520.0,0.940384615384615,292.0,0.0,0.0,2265.0,73.1,2148.0,69.3,117.0,3.8
34,North Carolina,Atlantic Coast,South,0.0,0.0,6.0,1.0,34.0,27.0,7.0,246.0,672.0,0.366071428571429,531.0,753.0,0.705179282868526,1479.0,1046.0,433.0,537.0,619.0,405.0,1.5283950617284,14.0,5.0,4.0,2887.0,84.9,2401.0,70.6,486.0,14.3
35,North Dakota,Big Sky,West,1.0,1.0,0.0,0.0,31.0,22.0,9.0,218.0,563.0,0.387211367673179,490.0,682.0,0.718475073313783,1114.0,1084.0,30.0,288.0,469.0,413.0,1.13559322033898,315.0,0.0,0.0,2496.0,80.5,2257.0,72.8,239.0,7.7
36,Northern Ky.,Horizon,South,1.0,1.0,0.0,0.0,34.0,24.0,10.0,292.0,827.0,0.353083434099154,493.0,729.0,0.676268861454047,1279.0,1119.0,160.0,378.0,475.0,460.0,1.03260869565217,225.0,0.0,1.0,2589.0,76.1,2428.0,71.4,161.0,4.69999999999999
37,Northwestern,Big Ten,West,0.0,0.0,1.0,0.0,34.0,23.0,11.0,241.0,707.0,0.340876944837341,456.0,607.0,0.751235584843493,1231.0,1202.0,29.0,366.0,519.0,358.0,1.44972067039106,64.0,1.0,5.0,2417.0,71.1,2212.0,65.1,205.0,6.0
38,Notre Dame,Atlantic Coast,West,0.0,0.0,1.0,1.0,34.0,25.0,9.0,320.0,830.0,0.385542168674699,458.0,573.0,0.799301919720768,1148.0,1211.0,-63.0,317.0,544.0,321.0,1.69470404984424,34.0,4.0,8.0,2652.0,78.0,2353.0,69.2,299.0,8.8
39,Oklahoma St.,Big 12,Midwest,1.0,0.0,0.0,0.0,32.0,20.0,12.0,287.0,716.0,0.400837988826816,606.0,770.0,0.787012987012987,1175.0,1063.0,112.0,438.0,469.0,422.0,1.11137440758294,15.0,1.0,9.0,2737.0,85.5,2497.0,78.0,240.0,7.5
40,Oregon,Pac-12,Midwest,0.0,0.0,4.0,1.0,34.0,29.0,5.0,292.0,773.0,0.377749029754204,489.0,688.0,0.710755813953488,1237.0,1105.0,132.0,355.0,558.0,394.0,1.41624365482233,44.0,2.0,3.0,2689.0,79.1,2211.0,65.0,478.0,14.1
41,Princeton,Ivy League,West,1.0,1.0,0.0,0.0,29.0,23.0,6.0,290.0,758.0,0.382585751978892,301.0,410.0,0.734146341463415,969.0,968.0,1.0,240.0,416.0,289.0,1.43944636678201,165.0,0.0,1.0,2091.0,72.1,1783.0,61.5,308.0,10.6
42,Providence,Big East,East,1.0,0.0,0.0,1.0,32.0,20.0,12.0,230.0,625.0,0.368,460.0,666.0,0.690690690690691,1073.0,1106.0,-33.0,287.0,454.0,403.0,1.12655086848635,49.0,1.0,4.0,2248.0,70.3,2132.0,66.6,116.0,3.7
43,Purdue,Big Ten,Midwest,0.0,0.0,2.0,1.0,32.0,25.0,7.0,288.0,709.0,0.406205923836389,488.0,639.0,0.763693270735524,1214.0,996.0,218.0,315.0,580.0,419.0,1.38424821002387,62.0,1.0,5.0,2564.0,80.1,2149.0,67.2,415.0,12.9
44,Rhode Island,Atlantic 10,Midwest,1.0,1.0,1.0,0.0,33.0,24.0,9.0,207.0,609.0,0.339901477832512,494.0,752.0,0.656914893617021,1235.0,1140.0,95.0,392.0,443.0,370.0,1.1972972972973,51.0,3.0,1.0,2421.0,73.4,2141.0,64.9,280.0,8.5
45,Saint Mary's (CA),West Coast,West,0.0,0.0,1.0,0.0,32.0,28.0,4.0,282.0,706.0,0.39943342776204,338.0,452.0,0.747787610619469,1140.0,841.0,299.0,308.0,536.0,337.0,1.59050445103858,78.0,0.0,3.0,2304.0,72.0,1808.0,56.5,496.0,15.5
46,Seton Hall,Big East,South,1.0,0.0,0.0,1.0,32.0,21.0,11.0,196.0,580.0,0.337931034482759,458.0,712.0,0.643258426966292,1266.0,1053.0,213.0,418.0,394.0,434.0,0.907834101382488,52.0,1.0,5.0,2346.0,73.3,2246.0,70.2,100.0,3.09999999999999
47,SMU,AAC,East,0.0,1.0,0.0,0.0,34.0,30.0,4.0,277.0,682.0,0.406158357771261,477.0,686.0,0.69533527696793,1304.0,997.0,307.0,406.0,556.0,369.0,1.50677506775068,93.0,2.0,2.0,2534.0,74.5,2034.0,59.8,500.0,14.7
48,South Carolina,Southeastern,East,0.0,0.0,4.0,0.0,32.0,22.0,10.0,216.0,639.0,0.338028169014085,516.0,748.0,0.689839572192513,1161.0,1134.0,27.0,401.0,403.0,428.0,0.941588785046729,47.0,2.0,2.0,2306.0,72.1,2063.0,64.5,243.0,7.59999999999999
49,South Dakota St.,Summit League,West,1.0,1.0,0.0,1.0,34.0,18.0,16.0,313.0,863.0,0.362688296639629,598.0,771.0,0.775616083009079,1190.0,1145.0,45.0,307.0,451.0,440.0,1.025,152.0,0.0,0.0,2637.0,77.6,2631.0,77.4,6.0,0.199999999999989
50,Southern California,Pac-12,East,1.0,0.0,1.0,1.0,33.0,24.0,9.0,259.0,713.0,0.363253856942497,544.0,736.0,0.739130434782609,1191.0,1179.0,12.0,356.0,505.0,368.0,1.37228260869565,76.0,2.0,6.0,2597.0,78.7,2415.0,73.2,182.0,5.5
51,Texas Southern,Southwestern,South,1.0,1.0,0.0,0.0,34.0,23.0,11.0,198.0,668.0,0.296407185628743,643.0,876.0,0.734018264840183,1199.0,1265.0,-66.0,395.0,402.0,394.0,1.02030456852792,316.0,0.0,4.0,2529.0,74.4,2439.0,71.7,90.0,2.7
52,Troy,Sun Belt,East,1.0,1.0,0.0,0.0,36.0,22.0,14.0,306.0,845.0,0.362130177514793,602.0,834.0,0.721822541966427,1330.0,1235.0,95.0,396.0,474.0,445.0,1.06516853932584,235.0,0.0,0.0,2824.0,78.4,2580.0,71.7,244.0,6.7
53,UC Davis,Big West,Midwest,1.0,1.0,0.0,0.0,34.0,22.0,12.0,212.0,599.0,0.353923205342237,524.0,788.0,0.66497461928934,1212.0,1166.0,46.0,349.0,440.0,481.0,0.914760914760915,322.0,0.0,0.0,2396.0,70.5,2343.0,68.9,53.0,1.59999999999999
54,UCLA,Pac-12,South,0.0,0.0,2.0,0.0,33.0,29.0,4.0,327.0,807.0,0.405204460966543,429.0,576.0,0.744791666666667,1294.0,1155.0,139.0,322.0,709.0,381.0,1.86089238845144,106.0,4.0,3.0,2982.0,90.4,2486.0,75.3,496.0,15.1
55,UNCW,Colonial,East,1.0,1.0,0.0,1.0,34.0,29.0,5.0,326.0,891.0,0.365881032547699,478.0,691.0,0.691751085383502,1221.0,1151.0,70.0,408.0,550.0,354.0,1.55367231638418,145.0,0.0,0.0,2896.0,85.2,2548.0,74.9,348.0,10.3
56,Vanderbilt,Southeastern,West,1.0,0.0,0.0,1.0,34.0,19.0,15.0,337.0,895.0,0.376536312849162,498.0,642.0,0.775700934579439,1178.0,1171.0,7.0,279.0,441.0,420.0,1.05,1.0,4.0,4.0,2423.0,71.3,2317.0,68.1,106.0,3.2
57,VCU,Atlantic 10,West,1.0,0.0,0.0,1.0,34.0,26.0,8.0,197.0,589.0,0.33446519524618,510.0,721.0,0.707350901525659,1246.0,1148.0,98.0,375.0,519.0,426.0,1.21830985915493,56.0,0.0,1.0,2539.0,74.7,2258.0,66.4,281.0,8.3
58,Vermont,America East,Midwest,1.0,1.0,0.0,0.0,34.0,29.0,5.0,219.0,594.0,0.368686868686869,450.0,641.0,0.702028081123245,1164.0,1028.0,136.0,318.0,455.0,383.0,1.18798955613577,222.0,0.0,1.0,2501.0,73.6,2094.0,61.6,407.0,12.0
59,Villanova,Big East,East,0.0,1.0,1.0,1.0,34.0,31.0,3.0,300.0,810.0,0.37037037037037,515.0,649.0,0.793528505392912,1134.0,1012.0,122.0,291.0,486.0,381.0,1.2755905511811,37.0,3.0,2.0,2641.0,77.7,2135.0,62.8,506.0,14.9
60,Virginia,Atlantic Coast,East,0.0,0.0,1.0,1.0,32.0,22.0,10.0,224.0,570.0,0.392982456140351,313.0,442.0,0.708144796380091,1054.0,945.0,109.0,282.0,456.0,305.0,1.49508196721311,4.0,4.0,6.0,2131.0,66.6,1780.0,55.6,351.0,11.0
61,Virginia Tech,Atlantic Coast,East,1.0,0.0,0.0,0.0,32.0,22.0,10.0,283.0,703.0,0.402560455192034,525.0,715.0,0.734265734265734,1041.0,1109.0,-68.0,234.0,483.0,388.0,1.24484536082474,75.0,3.0,6.0,2536.0,79.3,2381.0,74.4,155.0,4.89999999999999
62,Wake Forest,Atlantic Coast,South,1.0,0.0,0.0,0.0,32.0,19.0,13.0,259.0,670.0,0.386567164179104,590.0,764.0,0.772251308900524,1176.0,1082.0,94.0,342.0,498.0,378.0,1.31746031746032,21.0,1.0,7.0,2645.0,82.7,2493.0,77.9,152.0,4.8
63,West Virginia,Big 12,West,0.0,0.0,2.0,1.0,34.0,26.0,8.0,257.0,711.0,0.361462728551336,558.0,823.0,0.678007290400972,1268.0,1179.0,89.0,487.0,569.0,417.0,1.36450839328537,72.0,5.0,3.0,2787.0,82.0,2255.0,66.3,532.0,15.7
64,Wichita St.,Missouri Valley,South,1.0,1.0,1.0,1.0,34.0,30.0,4.0,296.0,725.0,0.408275862068966,596.0,812.0,0.733990147783251,1389.0,1087.0,302.0,407.0,563.0,379.0,1.48548812664908,186.0,0.0,1.0,2790.0,82.1,2123.0,62.4,667.0,19.7
65,Winthrop,Big South,South,1.0,1.0,0.0,0.0,32.0,26.0,6.0,304.0,814.0,0.373464373464373,515.0,715.0,0.72027972027972,1197.0,1165.0,32.0,313.0,411.0,421.0,0.97624703087886,267.0,0.0,1.0,2551.0,79.7,2246.0,70.2,305.0,9.5
66,Wisconsin,Big Ten,East,0.0,0.0,2.0,1.0,34.0,25.0,9.0,257.0,723.0,0.355463347164592,407.0,632.0,0.643987341772152,1269.0,1055.0,214.0,420.0,460.0,373.0,1.23324396782842,83.0,3.0,4.0,2446.0,71.9,2088.0,61.4,358.0,10.5
67,Xavier,Big East,West,1.0,0.0,3.0,1.0,34.0,21.0,13.0,239.0,703.0,0.339971550497866,546.0,794.0,0.687657430730479,1278.0,1053.0,225.0,415.0,505.0,435.0,1.16091954022989,16.0,1.0,6.0,2537.0,74.6,2426.0,71.4,111.0,3.19999999999999
