,Team,Conference,Region,Cinderella,Conference Tournament Champion,Number of Tournament Wins,Made Tournament Previous Year,Game Count,Wins,Losses,3-Pointers Made,3-Pointers Attempted,3-Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Rebounds,Opponent's Rebounds,Rebound Differential,Offensive Rebounds,Assists,Turnovers,Assist to Turnover Ratio,ESPN Strength of Schedule,Wins Against Top 25 RPI Teams,Losses Against Top 25 RPI Teams,Total Points,Average PPG,Total Opp Points,Average Opp PPG,Total Scoring Differential,Scoring Differential Per Game
18,Harvard,Ivy League,East,1.0,1.0,1.0,1.0,30.0,26.0,4.0,172.0,445.0,0.386516853932584,545.0,751.0,0.725699067909454,1027.0,936.0,91.0,318.0,434.0,342.0,1.26900584795322,244.0,0.0,1.0,2209.0,73.6,1815.0,60.5,394.0,13.1
19,Iowa,Big Ten,Midwest,1.0,0.0,0.0,0.0,32.0,20.0,12.0,187.0,530.0,0.352830188679245,647.0,883.0,0.73272933182333,1302.0,1064.0,238.0,440.0,518.0,365.0,1.41917808219178,44.0,2.0,8.0,2624.0,82.0,2243.0,70.1,381.0,11.9
20,Iowa St.,Big 12,East,0.0,1.0,2.0,1.0,33.0,26.0,7.0,274.0,781.0,0.350832266325224,529.0,762.0,0.694225721784777,1280.0,1236.0,44.0,337.0,612.0,348.0,1.75862068965517,29.0,2.0,2.0,2735.0,82.9,2439.0,73.9,296.0,9.0
21,Kansas,Big 12,South,0.0,0.0,1.0,1.0,33.0,24.0,9.0,184.0,533.0,0.345215759849906,635.0,893.0,0.711086226203807,1258.0,1017.0,241.0,389.0,499.0,435.0,1.14712643678161,1.0,4.0,4.0,2627.0,79.6,2325.0,70.5,302.0,9.09999999999999
22,Kansas St.,Big 12,Midwest,1.0,0.0,0.0,1.0,32.0,20.0,12.0,193.0,577.0,0.334488734835355,480.0,729.0,0.65843621399177,1152.0,1109.0,43.0,397.0,495.0,394.0,1.25634517766497,39.0,3.0,3.0,2231.0,69.7,2103.0,65.7,128.0,4.0
23,Kentucky,Southeastern,Midwest,0.0,0.0,5.0,0.0,34.0,24.0,10.0,173.0,532.0,0.325187969924812,696.0,1020.0,0.682352941176471,1399.0,1066.0,333.0,498.0,391.0,415.0,0.942168674698795,2.0,1.0,5.0,2581.0,75.9,2266.0,66.6,315.0,9.30000000000001
24,Louisville,AAC,Midwest,0.0,1.0,2.0,1.0,34.0,29.0,5.0,274.0,738.0,0.371273712737127,552.0,838.0,0.658711217183771,1288.0,1187.0,101.0,466.0,533.0,350.0,1.52285714285714,96.0,4.0,3.0,2792.0,82.1,2071.0,60.9,721.0,21.2
25,Manhattan,Metro Atlantic,Midwest,1.0,1.0,0.0,0.0,32.0,25.0,7.0,205.0,559.0,0.366726296958855,661.0,998.0,0.662324649298597,1203.0,1157.0,46.0,408.0,422.0,453.0,0.931567328918322,207.0,0.0,0.0,2476.0,77.4,2240.0,70.0,236.0,7.40000000000001
26,Massachusetts,Atlantic 10,Midwest,0.0,0.0,0.0,0.0,32.0,24.0,8.0,174.0,501.0,0.347305389221557,517.0,758.0,0.682058047493404,1234.0,1136.0,98.0,390.0,486.0,433.0,1.12240184757506,48.0,2.0,0.0,2435.0,76.1,2264.0,70.8,171.0,5.3
27,Memphis,AAC,East,0.0,0.0,1.0,1.0,32.0,23.0,9.0,173.0,517.0,0.334622823984526,496.0,764.0,0.649214659685864,1204.0,1119.0,85.0,404.0,556.0,431.0,1.29002320185615,33.0,3.0,6.0,2483.0,77.6,2253.0,70.4,230.0,7.19999999999999
28,Mercer,ASUN,Midwest,1.0,1.0,1.0,0.0,34.0,26.0,8.0,277.0,721.0,0.384188626907074,552.0,754.0,0.73209549071618,1292.0,1114.0,178.0,397.0,559.0,406.0,1.37684729064039,233.0,0.0,0.0,2695.0,79.3,2256.0,66.4,439.0,12.9
29,Michigan,Big Ten,Midwest,0.0,0.0,3.0,1.0,33.0,25.0,8.0,280.0,711.0,0.393811533052039,485.0,637.0,0.76138147566719,1049.0,1024.0,25.0,292.0,469.0,310.0,1.51290322580645,9.0,5.0,5.0,2455.0,74.4,2157.0,65.4,298.0,9.0
30,Michigan St.,Big Ten,East,0.0,1.0,3.0,1.0,34.0,26.0,8.0,274.0,700.0,0.391428571428571,454.0,655.0,0.693129770992366,1260.0,1087.0,173.0,376.0,578.0,389.0,1.48586118251928,27.0,4.0,5.0,2582.0,75.9,2221.0,65.3,361.0,10.6
31,Milwaukee,Horizon,East,1.0,1.0,0.0,0.0,34.0,21.0,13.0,239.0,730.0,0.327397260273973,593.0,808.0,0.733910891089109,1145.0,1195.0,-50.0,330.0,463.0,457.0,1.01312910284464,230.0,0.0,1.0,2412.0,70.9,2396.0,70.5,16.0,0.400000000000006
32,Mt. St. Mary's,Northeast,South,1.0,1.0,0.0,0.0,32.0,16.0,16.0,284.0,797.0,0.35633626097867,514.0,694.0,0.740634005763689,1030.0,1165.0,-135.0,322.0,376.0,384.0,0.979166666666667,73.0,0.0,3.0,2440.0,76.3,2495.0,78.0,-55.0,-1.7
33,N.C. Central,Mid-Eastern,East,1.0,1.0,0.0,0.0,33.0,28.0,5.0,179.0,529.0,0.338374291115312,625.0,860.0,0.726744186046512,1173.0,1046.0,127.0,390.0,486.0,383.0,1.26892950391645,343.0,0.0,2.0,2438.0,73.9,1930.0,58.5,508.0,15.4
34,Nebraska,Big Ten,West,1.0,0.0,0.0,0.0,31.0,19.0,12.0,184.0,543.0,0.338858195211786,501.0,697.0,0.718794835007174,1034.0,1084.0,-50.0,273.0,297.0,338.0,0.878698224852071,32.0,3.0,7.0,2077.0,67.0,2011.0,64.9,66.0,2.09999999999999
35,New Mexico,Mountain West,South,0.0,1.0,0.0,1.0,33.0,27.0,6.0,193.0,572.0,0.337412587412587,614.0,845.0,0.726627218934911,1259.0,1081.0,178.0,351.0,510.0,350.0,1.45714285714286,45.0,3.0,3.0,2463.0,74.6,2190.0,66.4,273.0,8.19999999999999
36,New Mexico St.,Western Athletic,West,1.0,1.0,0.0,1.0,35.0,26.0,9.0,189.0,507.0,0.372781065088757,693.0,1007.0,0.688182720953327,1305.0,1130.0,175.0,414.0,461.0,444.0,1.03828828828829,197.0,1.0,3.0,2702.0,77.2,2342.0,66.9,360.0,10.3
37,North Carolina,Atlantic Coast,East,0.0,0.0,1.0,1.0,32.0,23.0,9.0,134.0,399.0,0.335839598997494,534.0,854.0,0.625292740046838,1272.0,1116.0,156.0,450.0,498.0,385.0,1.29350649350649,15.0,4.0,3.0,2442.0,76.3,2210.0,69.1,232.0,7.2
38,North Carolina St.,Atlantic Coast,Midwest,1.0,0.0,0.0,0.0,34.0,21.0,13.0,152.0,502.0,0.302788844621514,469.0,709.0,0.661495063469676,1167.0,1194.0,-27.0,406.0,440.0,354.0,1.24293785310734,23.0,1.0,7.0,2407.0,70.8,2362.0,69.5,45.0,1.3
39,North Dakota St.,Summit League,West,1.0,1.0,1.0,0.0,31.0,25.0,6.0,168.0,458.0,0.366812227074236,508.0,680.0,0.747058823529412,1016.0,872.0,144.0,294.0,365.0,304.0,1.20065789473684,118.0,0.0,1.0,2368.0,76.4,2026.0,65.4,342.0,11.0
40,Ohio St.,Big Ten,South,0.0,0.0,0.0,1.0,34.0,25.0,9.0,197.0,605.0,0.325619834710744,538.0,781.0,0.688860435339309,1159.0,1149.0,10.0,343.0,409.0,380.0,1.07631578947368,14.0,2.0,3.0,2373.0,69.8,2032.0,59.8,341.0,10.0
41,Oklahoma,Big 12,West,0.0,0.0,0.0,1.0,32.0,23.0,9.0,273.0,722.0,0.378116343490305,588.0,784.0,0.75,1205.0,1160.0,45.0,380.0,469.0,366.0,1.28142076502732,19.0,1.0,4.0,2629.0,82.2,2428.0,75.9,201.0,6.3
42,Oklahoma St.,Big 12,West,1.0,0.0,0.0,1.0,33.0,21.0,12.0,236.0,641.0,0.36817472698908,671.0,927.0,0.723840345199569,1163.0,1225.0,-62.0,315.0,450.0,344.0,1.30813953488372,43.0,1.0,4.0,2651.0,80.3,2280.0,69.1,371.0,11.2
43,Oregon,Pac-12,West,0.0,0.0,1.0,1.0,32.0,23.0,9.0,249.0,635.0,0.392125984251968,616.0,804.0,0.766169154228856,1097.0,1057.0,40.0,345.0,462.0,373.0,1.23860589812332,18.0,2.0,3.0,2619.0,81.8,2368.0,74.0,251.0,7.8
44,Pittsburgh,Atlantic Coast,South,1.0,0.0,1.0,1.0,34.0,25.0,9.0,175.0,491.0,0.356415478615071,599.0,843.0,0.71055753262159,1227.0,1012.0,215.0,413.0,531.0,359.0,1.47910863509749,66.0,1.0,7.0,2464.0,72.5,2120.0,62.4,344.0,10.1
45,Providence,Big East,East,1.0,1.0,0.0,0.0,34.0,23.0,11.0,214.0,612.0,0.349673202614379,633.0,810.0,0.781481481481481,1252.0,1122.0,130.0,423.0,464.0,396.0,1.17171717171717,75.0,2.0,5.0,2489.0,73.2,2364.0,69.5,125.0,3.7
46,Saint Joseph's,Atlantic 10,East,1.0,1.0,0.0,0.0,33.0,24.0,9.0,243.0,639.0,0.380281690140845,483.0,753.0,0.641434262948207,1185.0,1089.0,96.0,317.0,464.0,407.0,1.14004914004914,60.0,3.0,3.0,2352.0,71.3,2209.0,66.9,143.0,4.39999999999999
47,Saint Louis,Atlantic 10,Midwest,0.0,0.0,1.0,1.0,32.0,26.0,6.0,181.0,568.0,0.318661971830986,505.0,713.0,0.708274894810659,1160.0,1102.0,58.0,327.0,456.0,404.0,1.12871287128713,68.0,2.0,3.0,2240.0,70.0,1959.0,61.2,281.0,8.8
48,San Diego St.,Mountain West,West,0.0,0.0,2.0,1.0,33.0,29.0,4.0,169.0,472.0,0.358050847457627,541.0,828.0,0.653381642512077,1249.0,1083.0,166.0,434.0,335.0,328.0,1.02134146341463,107.0,3.0,3.0,2330.0,70.6,1869.0,56.6,461.0,14.0
49,SFA,Southland,South,1.0,1.0,1.0,0.0,33.0,31.0,2.0,235.0,675.0,0.348148148148148,539.0,761.0,0.708278580814718,1115.0,959.0,156.0,429.0,547.0,368.0,1.48641304347826,325.0,0.0,0.0,2524.0,76.5,2067.0,62.6,457.0,13.9
50,Stanford,Pac-12,South,1.0,0.0,2.0,0.0,33.0,21.0,12.0,195.0,526.0,0.370722433460076,563.0,801.0,0.702871410736579,1150.0,1086.0,64.0,319.0,389.0,371.0,1.04851752021563,21.0,2.0,5.0,2426.0,73.5,2265.0,68.6,161.0,4.90000000000001
51,Syracuse,Atlantic Coast,South,0.0,0.0,1.0,1.0,32.0,27.0,5.0,160.0,478.0,0.334728033472803,481.0,684.0,0.703216374269006,1128.0,1012.0,116.0,422.0,382.0,285.0,1.34035087719298,76.0,3.0,2.0,2181.0,68.2,1904.0,59.5,277.0,8.7
52,Tennessee,Southeastern,Midwest,1.0,0.0,2.0,0.0,33.0,21.0,12.0,189.0,563.0,0.335701598579041,533.0,751.0,0.709720372836218,1281.0,1000.0,281.0,452.0,417.0,354.0,1.17796610169492,11.0,1.0,5.0,2354.0,71.3,2015.0,61.1,339.0,10.2
53,Texas,Big 12,Midwest,0.0,0.0,1.0,0.0,33.0,23.0,10.0,169.0,521.0,0.324376199616123,575.0,866.0,0.663972286374134,1378.0,1141.0,237.0,497.0,421.0,408.0,1.03186274509804,65.0,3.0,3.0,2446.0,74.1,2311.0,70.0,135.0,4.09999999999999
54,Texas Southern,Southwestern,Midwest,1.0,1.0,0.0,0.0,33.0,19.0,14.0,213.0,590.0,0.361016949152542,636.0,888.0,0.716216216216216,1219.0,1113.0,106.0,375.0,464.0,441.0,1.05215419501134,347.0,0.0,0.0,2515.0,76.2,2431.0,73.7,84.0,2.5
55,Tulsa,Conference USA,South,1.0,1.0,0.0,0.0,33.0,21.0,12.0,190.0,584.0,0.325342465753425,594.0,880.0,0.675,1198.0,1178.0,20.0,356.0,413.0,378.0,1.09259259259259,90.0,0.0,2.0,2412.0,73.1,2223.0,67.4,189.0,5.69999999999999
56,UCLA,Pac-12,South,0.0,1.0,2.0,1.0,34.0,26.0,8.0,217.0,555.0,0.390990990990991,589.0,786.0,0.749363867684478,1212.0,1136.0,76.0,343.0,585.0,358.0,1.6340782122905,16.0,1.0,2.0,2782.0,81.8,2406.0,70.8,376.0,11.0
57,UConn,AAC,East,0.0,0.0,6.0,0.0,34.0,26.0,8.0,242.0,625.0,0.3872,543.0,714.0,0.760504201680672,1203.0,1187.0,16.0,343.0,428.0,397.0,1.07808564231738,34.0,3.0,4.0,2443.0,71.9,2146.0,63.1,297.0,8.8
58,UL Lafayette,Sun Belt,West,1.0,1.0,0.0,0.0,34.0,23.0,11.0,242.0,654.0,0.370030581039755,601.0,896.0,0.670758928571429,1299.0,1179.0,120.0,470.0,464.0,463.0,1.00215982721382,175.0,0.0,1.0,2769.0,81.4,2555.0,75.1,214.0,6.30000000000001
59,VCU,Atlantic 10,South,0.0,0.0,0.0,1.0,34.0,26.0,8.0,252.0,723.0,0.348547717842324,513.0,761.0,0.674113009198423,1288.0,1249.0,39.0,481.0,446.0,417.0,1.06954436450839,28.0,1.0,1.0,2549.0,75.0,2205.0,64.9,344.0,10.1
60,Villanova,Big East,East,0.0,0.0,1.0,1.0,32.0,28.0,4.0,289.0,801.0,0.360799001248439,576.0,808.0,0.712871287128713,1187.0,1064.0,123.0,361.0,500.0,379.0,1.31926121372032,51.0,1.0,3.0,2513.0,78.5,2131.0,66.6,382.0,11.9
61,Virginia,Atlantic Coast,East,0.0,1.0,2.0,0.0,34.0,28.0,6.0,187.0,513.0,0.364522417153996,487.0,734.0,0.663487738419619,1209.0,997.0,212.0,371.0,445.0,347.0,1.28242074927954,26.0,3.0,3.0,2242.0,65.9,1880.0,55.3,362.0,10.6
62,Weber St.,Big Sky,West,1.0,1.0,0.0,0.0,30.0,19.0,11.0,215.0,549.0,0.391621129326047,548.0,744.0,0.736559139784946,1033.0,932.0,101.0,252.0,400.0,372.0,1.0752688172043,262.0,0.0,1.0,2195.0,73.2,1993.0,66.4,202.0,6.8
63,Western Mich.,Mid-American,South,1.0,1.0,0.0,0.0,32.0,23.0,9.0,191.0,575.0,0.332173913043478,605.0,836.0,0.723684210526316,1118.0,1042.0,76.0,315.0,364.0,451.0,0.80709534368071,174.0,0.0,0.0,2320.0,72.5,2158.0,67.4,162.0,5.09999999999999
64,Wichita St.,Missouri Valley,Midwest,0.0,1.0,1.0,1.0,34.0,34.0,0.0,234.0,672.0,0.348214285714286,640.0,877.0,0.729760547320411,1313.0,1048.0,265.0,404.0,460.0,353.0,1.30311614730878,111.0,0.0,0.0,2566.0,75.5,2026.0,59.6,540.0,15.9
65,Wisconsin,Big Ten,West,0.0,0.0,4.0,1.0,33.0,26.0,7.0,256.0,686.0,0.373177842565598,573.0,770.0,0.744155844155844,1095.0,1058.0,37.0,290.0,400.0,266.0,1.50375939849624,3.0,4.0,3.0,2427.0,73.5,2131.0,64.6,296.0,8.90000000000001
66,Wofford,Southern,Midwest,1.0,1.0,0.0,0.0,32.0,20.0,12.0,195.0,525.0,0.371428571428571,390.0,588.0,0.663265306122449,1064.0,1015.0,49.0,344.0,413.0,342.0,1.20760233918129,252.0,0.0,1.0,2165.0,67.7,1997.0,62.4,168.0,5.3
67,Xavier,Big East,Midwest,1.0,0.0,0.0,0.0,33.0,21.0,12.0,172.0,486.0,0.353909465020576,519.0,754.0,0.688328912466843,1182.0,1040.0,142.0,368.0,490.0,408.0,1.20098039215686,40.0,2.0,4.0,2383.0,72.2,2242.0,67.9,141.0,4.3
