,Team,Conference,Region,Cinderella,Conference Tournament Champion,Number of Tournament Wins,Made Tournament Previous Year,Game Count,Wins,Losses,3-Pointers Made,3-Pointers Attempted,3-Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Rebounds,Opponent's Rebounds,Rebound Differential,Offensive Rebounds,Assists,Turnovers,Assist to Turnover Ratio,ESPN Strength of Schedule,Wins Against Top 25 RPI Teams,Losses Against Top 25 RPI Teams,Total Points,Average PPG,Total Opp Points,Average Opp PPG,Total Scoring Differential,Scoring Differential Per Game
25,Baylor,Big 12,West,1.0,0.0,1.0,0.0,32.0,19.0,13.0,254.0,748.0,0.339572192513369,407.0,604.0,0.673841059602649,1216.0,1013.0,203.0,429.0,443.0,425.0,1.04235294117647,41.0,8.0,9.0,2293.0,71.7,2150.0,67.2,143.0,4.5
26,Liberty,ASUN,East,1.0,1.0,1.0,0.0,34.0,28.0,6.0,300.0,817.0,0.367197062423501,374.0,485.0,0.771134020618557,1113.0,1039.0,74.0,264.0,505.0,373.0,1.35388739946381,262.0,0.0,0.0,2516.0,74.0,2066.0,60.8,450.0,13.2
27,UCF,AAC,East,1.0,0.0,1.0,0.0,31.0,23.0,8.0,211.0,596.0,0.354026845637584,495.0,767.0,0.645371577574967,1139.0,1072.0,67.0,304.0,411.0,369.0,1.11382113821138,82.0,2.0,2.0,2236.0,72.1,1993.0,64.3,243.0,7.8
28,Iowa,Big Ten,South,1.0,0.0,1.0,0.0,33.0,22.0,11.0,267.0,739.0,0.361299052774019,593.0,801.0,0.740324594257179,1179.0,1144.0,35.0,341.0,519.0,401.0,1.29426433915212,26.0,8.0,9.0,2584.0,78.3,2430.0,73.6,154.0,4.7
29,UC Irvine,Big West,South,1.0,1.0,1.0,0.0,35.0,30.0,5.0,238.0,660.0,0.360606060606061,423.0,608.0,0.695723684210526,1411.0,1155.0,256.0,412.0,466.0,412.0,1.13106796116505,259.0,1.0,1.0,2551.0,72.9,2216.0,63.3,335.0,9.6
30,Washington,Pac-12,Midwest,1.0,0.0,1.0,0.0,34.0,26.0,8.0,254.0,734.0,0.346049046321526,450.0,648.0,0.694444444444444,1074.0,1162.0,-88.0,322.0,397.0,454.0,0.874449339207048,71.0,1.0,5.0,2374.0,69.8,2189.0,64.4,185.0,5.4
31,Minnesota,Big Ten,East,1.0,0.0,1.0,0.0,34.0,21.0,13.0,178.0,554.0,0.32129963898917,549.0,808.0,0.679455445544555,1259.0,1171.0,88.0,389.0,506.0,408.0,1.24019607843137,18.0,8.0,10.0,2407.0,70.8,2352.0,69.2,55.0,1.6
32,New Mexico St.,WAC,Midwest,1.0,1.0,0.0,1.0,34.0,30.0,4.0,319.0,952.0,0.335084033613445,464.0,687.0,0.675400291120815,1304.0,979.0,325.0,436.0,500.0,403.0,1.24069478908189,303.0,0.0,2.0,2657.0,78.1,2181.0,64.1,476.0,14.0
33,N.C. Central,MEAC,East,1.0,1.0,0.0,1.0,33.0,18.0,15.0,212.0,672.0,0.31547619047619,443.0,620.0,0.714516129032258,1233.0,1019.0,214.0,389.0,509.0,507.0,1.00394477317554,341.0,0.0,2.0,2355.0,71.4,2188.0,66.3,167.0,5.1
34,Cincinnati,AAC,South,0.0,1.0,0.0,1.0,34.0,28.0,6.0,226.0,646.0,0.34984520123839,524.0,744.0,0.704301075268817,1232.0,1055.0,177.0,436.0,457.0,358.0,1.27653631284916,67.0,3.0,5.0,2438.0,71.7,2115.0,62.2,323.0,9.5
35,Montana,Big Sky,West,1.0,1.0,0.0,1.0,34.0,26.0,8.0,281.0,739.0,0.380243572395129,419.0,608.0,0.689144736842105,1146.0,1056.0,90.0,293.0,500.0,408.0,1.22549019607843,298.0,0.0,1.0,2610.0,76.8,2323.0,68.3,287.0,8.4
36,Kansas St.,Big 12,South,0.0,0.0,0.0,1.0,33.0,25.0,8.0,233.0,694.0,0.335734870317003,371.0,559.0,0.663685152057245,1098.0,1060.0,38.0,312.0,454.0,372.0,1.22043010752688,34.0,11.0,6.0,2172.0,65.8,1955.0,59.2,217.0,6.6
37,Arizona St.,Pac-12,West,1.0,0.0,0.0,1.0,32.0,22.0,10.0,232.0,680.0,0.341176470588235,556.0,829.0,0.670687575392039,1279.0,1127.0,152.0,389.0,435.0,435.0,1.0,73.0,4.0,3.0,2490.0,77.8,2338.0,73.1,152.0,4.8
38,Nevada,MWC,West,0.0,0.0,0.0,1.0,33.0,29.0,4.0,292.0,831.0,0.351383874849579,560.0,791.0,0.707964601769911,1233.0,1155.0,78.0,307.0,494.0,338.0,1.46153846153846,124.0,1.0,1.0,2662.0,80.7,2198.0,66.6,464.0,14.1
39,Iona,MAAC,Midwest,1.0,1.0,0.0,1.0,32.0,17.0,15.0,282.0,804.0,0.350746268656716,507.0,684.0,0.741228070175439,1101.0,1168.0,-67.0,282.0,421.0,397.0,1.06045340050378,314.0,0.0,1.0,2459.0,76.8,2420.0,75.6,39.0,1.2
40,Seton Hall,Big East,Midwest,1.0,0.0,0.0,1.0,33.0,20.0,13.0,231.0,714.0,0.323529411764706,483.0,682.0,0.708211143695015,1183.0,1190.0,-7.0,351.0,447.0,410.0,1.09024390243902,37.0,7.0,5.0,2440.0,73.9,2357.0,71.4,83.0,2.5
41,Syracuse,ACC,West,0.0,0.0,0.0,1.0,33.0,20.0,13.0,262.0,795.0,0.329559748427673,465.0,683.0,0.680819912152269,1148.0,1224.0,-76.0,356.0,396.0,411.0,0.963503649635037,30.0,4.0,10.0,2301.0,69.7,2168.0,65.7,133.0,4.0
42,Georgia St.,Sun Belt,Midwest,1.0,1.0,0.0,1.0,33.0,24.0,9.0,324.0,836.0,0.38755980861244,449.0,677.0,0.663220088626292,1083.0,1285.0,-202.0,268.0,410.0,384.0,1.06770833333333,141.0,0.0,2.0,2543.0,77.1,2407.0,72.9,136.0,4.1
43,Saint Mary's (CA),WCC,South,1.0,1.0,0.0,0.0,33.0,22.0,11.0,245.0,648.0,0.378086419753086,409.0,549.0,0.744990892531876,1146.0,965.0,181.0,324.0,332.0,349.0,0.951289398280802,75.0,1.0,5.0,2406.0,72.9,2124.0,64.4,282.0,8.5
44,Yale,Ivy League,East,1.0,1.0,0.0,0.0,29.0,22.0,7.0,222.0,597.0,0.371859296482412,399.0,542.0,0.736162361623616,1120.0,983.0,137.0,251.0,495.0,383.0,1.29242819843342,173.0,0.0,1.0,2353.0,81.1,2123.0,73.2,230.0,7.9
45,Vermont,America East,West,1.0,1.0,0.0,0.0,33.0,27.0,6.0,257.0,729.0,0.352537722908093,500.0,665.0,0.75187969924812,1161.0,1011.0,150.0,307.0,390.0,361.0,1.0803324099723,244.0,0.0,2.0,2439.0,73.9,2067.0,62.6,372.0,11.3
46,Abilene Christian,Southland,Midwest,1.0,1.0,0.0,0.0,33.0,27.0,6.0,246.0,637.0,0.3861852433281,452.0,632.0,0.715189873417722,1093.0,1037.0,56.0,325.0,515.0,397.0,1.29722921914358,353.0,0.0,1.0,2458.0,74.5,2082.0,63.1,376.0,11.4
47,Northeastern,CAA,Midwest,1.0,1.0,0.0,0.0,33.0,23.0,10.0,322.0,830.0,0.387951807228916,461.0,614.0,0.750814332247557,1048.0,1044.0,4.0,230.0,473.0,371.0,1.27493261455526,132.0,0.0,2.0,2511.0,76.1,2319.0,70.3,192.0,5.8
48,Ole Miss,SEC,South,0.0,0.0,0.0,0.0,32.0,20.0,12.0,261.0,729.0,0.358024691358025,458.0,585.0,0.782905982905983,1098.0,1048.0,50.0,315.0,459.0,405.0,1.13333333333333,56.0,4.0,7.0,2413.0,75.4,2252.0,70.4,161.0,5.0
49,Mississippi St.,SEC,East,0.0,0.0,0.0,0.0,33.0,23.0,10.0,284.0,752.0,0.377659574468085,446.0,624.0,0.71474358974359,1181.0,1057.0,124.0,385.0,470.0,439.0,1.07061503416856,27.0,7.0,7.0,2552.0,77.3,2314.0,70.1,238.0,7.2
50,Utah St.,MWC,Midwest,0.0,1.0,0.0,0.0,34.0,28.0,6.0,267.0,752.0,0.355053191489362,543.0,727.0,0.746905089408528,1368.0,1066.0,302.0,368.0,585.0,426.0,1.37323943661972,122.0,2.0,2.0,2690.0,79.1,2271.0,66.8,419.0,12.3
51,Colgate,Patriot,South,1.0,1.0,0.0,0.0,34.0,24.0,10.0,305.0,786.0,0.388040712468193,413.0,557.0,0.741472172351885,1209.0,1074.0,135.0,323.0,531.0,443.0,1.19864559819413,273.0,0.0,2.0,2578.0,75.8,2381.0,70.0,197.0,5.8
52,Belmont,OVC,East,1.0,0.0,0.0,0.0,31.0,26.0,5.0,325.0,871.0,0.373134328358209,411.0,557.0,0.737881508078995,1205.0,1086.0,119.0,277.0,616.0,361.0,1.70637119113573,177.0,1.0,2.0,2710.0,87.4,2290.0,73.9,420.0,13.5
53,North Dakota St.,Summit League,East,1.0,1.0,0.0,0.0,33.0,18.0,15.0,315.0,861.0,0.365853658536585,445.0,575.0,0.773913043478261,1041.0,1087.0,-46.0,218.0,383.0,350.0,1.09428571428571,186.0,0.0,2.0,2416.0,73.2,2382.0,72.2,34.0,1.0
54,Marquette,Big East,West,0.0,0.0,0.0,0.0,33.0,24.0,9.0,311.0,791.0,0.393173198482933,516.0,680.0,0.758823529411765,1256.0,1106.0,150.0,317.0,450.0,459.0,0.980392156862745,58.0,6.0,4.0,2565.0,77.7,2280.0,69.1,285.0,8.6
55,Northern Ky.,Horizon,West,1.0,1.0,0.0,0.0,34.0,26.0,8.0,301.0,823.0,0.365735115431349,477.0,717.0,0.665271966527197,1259.0,1110.0,149.0,361.0,581.0,424.0,1.37028301886792,305.0,0.0,2.0,2690.0,79.1,2338.0,68.8,352.0,10.4
56,Fairleigh Dickinson,NEC,West,1.0,1.0,0.0,0.0,33.0,20.0,13.0,254.0,630.0,0.403174603174603,483.0,660.0,0.731818181818182,1085.0,1112.0,-27.0,308.0,466.0,445.0,1.04719101123596,344.0,0.0,0.0,2489.0,75.4,2352.0,71.3,137.0,4.2
57,Bradley,MVC,East,1.0,1.0,0.0,0.0,34.0,20.0,14.0,231.0,632.0,0.365506329113924,453.0,654.0,0.692660550458716,1169.0,1127.0,42.0,314.0,411.0,431.0,0.953596287703016,268.0,1.0,0.0,2264.0,66.6,2209.0,65.0,55.0,1.6
58,VCU,Atlantic 10,East,0.0,0.0,0.0,0.0,32.0,25.0,7.0,229.0,745.0,0.30738255033557,455.0,652.0,0.697852760736196,1177.0,1137.0,40.0,347.0,444.0,448.0,0.991071428571429,99.0,1.0,1.0,2286.0,71.4,1971.0,61.6,315.0,9.8
59,Louisville,ACC,East,0.0,0.0,0.0,0.0,33.0,20.0,13.0,285.0,834.0,0.341726618705036,519.0,670.0,0.774626865671642,1262.0,1141.0,121.0,338.0,442.0,409.0,1.08068459657702,6.0,5.0,11.0,2460.0,74.5,2238.0,67.8,222.0,6.7
60,Old Dominion,C-USA,South,1.0,1.0,0.0,0.0,34.0,26.0,8.0,258.0,731.0,0.352941176470588,382.0,579.0,0.659758203799655,1324.0,1156.0,168.0,408.0,435.0,399.0,1.09022556390977,276.0,2.0,0.0,2250.0,66.2,2069.0,60.9,181.0,5.3
61,Saint Louis,Atlantic 10,East,1.0,1.0,0.0,0.0,35.0,23.0,12.0,201.0,652.0,0.308282208588957,474.0,793.0,0.597730138713745,1391.0,1163.0,228.0,483.0,454.0,445.0,1.02022471910112,95.0,0.0,3.0,2347.0,67.1,2231.0,63.7,116.0,3.3
62,Wisconsin,Big Ten,South,0.0,0.0,0.0,0.0,33.0,23.0,10.0,235.0,642.0,0.366043613707165,336.0,518.0,0.648648648648649,1162.0,1172.0,-10.0,269.0,421.0,315.0,1.33650793650794,2.0,11.0,8.0,2279.0,69.1,2027.0,61.4,252.0,7.6
63,Iowa St.,Big 12,Midwest,0.0,1.0,0.0,0.0,34.0,23.0,11.0,288.0,789.0,0.365019011406844,443.0,605.0,0.732231404958678,1196.0,1177.0,19.0,320.0,518.0,378.0,1.37037037037037,28.0,10.0,9.0,2633.0,77.4,2323.0,68.3,310.0,9.1
64,Temple,AAC,East,1.0,0.0,0.0,0.0,32.0,23.0,9.0,240.0,726.0,0.330578512396694,465.0,636.0,0.731132075471698,1097.0,1189.0,-92.0,311.0,463.0,357.0,1.296918767507,78.0,2.0,5.0,2395.0,74.8,2277.0,71.2,118.0,3.7
65,Gardner-Webb,Big South,South,1.0,1.0,0.0,0.0,34.0,23.0,11.0,272.0,696.0,0.390804597701149,524.0,737.0,0.710990502035278,1169.0,1194.0,-25.0,269.0,492.0,391.0,1.25831202046036,247.0,0.0,2.0,2662.0,78.3,2397.0,70.5,265.0,7.8
66,Prairie View,SWAC,West,1.0,1.0,0.0,0.0,34.0,22.0,12.0,210.0,675.0,0.311111111111111,591.0,868.0,0.680875576036866,1125.0,1276.0,-151.0,383.0,428.0,433.0,0.988452655889146,297.0,0.0,2.0,2551.0,75.0,2465.0,72.5,86.0,2.5
67,St. John's (NY),Big East,West,1.0,0.0,0.0,0.0,33.0,21.0,12.0,281.0,778.0,0.361182519280206,433.0,597.0,0.725293132328308,1074.0,1276.0,-202.0,252.0,463.0,342.0,1.35380116959064,63.0,6.0,3.0,2558.0,77.5,2468.0,74.8,90.0,2.7
