,Team,Conference,Region,Cinderella,Conference Tournament Champion,Number of Tournament Wins,Made Tournament Previous Year,Game Count,Wins,Losses,3-Pointers Made,3-Pointers Attempted,3-Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Rebounds,Opponent's Rebounds,Rebound Differential,Offensive Rebounds,Assists,Turnovers,Assist to Turnover Ratio,ESPN Strength of Schedule,Wins Against Top 25 RPI Teams,Losses Against Top 25 RPI Teams,Total Points,Average PPG,Total Opp Points,Average Opp PPG,Total Scoring Differential,Scoring Differential Per Game,Year,Quad 1 Wins,Quad 1 Losses
87,Hampton,Mid-Eastern,Midwest,1.0,1.0,0.0,0.0,33.0,16.0,17.0,187.0,615.0,0.30406504065040696,523.0,802.0,0.65211970074813,1224.0,1193.0,31.0,404.0,350.0,469.0,0.746268656716418,333.0,0.0,0.0,2216.0,67.2,2244.0,68.0,-28.0,-0.799999999999997,2015,,
88,Harvard,Ivy League,West,1.0,1.0,0.0,1.0,29.0,22.0,7.0,141.0,399.0,0.353383458646617,420.0,589.0,0.713073005093379,999.0,891.0,108.0,304.0,375.0,342.0,1.0964912280701802,143.0,0.0,1.0,1861.0,64.2,1660.0,57.2,201.0,7.0,2015,,
89,Indiana,Big Ten,Midwest,1.0,0.0,0.0,0.0,33.0,20.0,13.0,308.0,764.0,0.403141361256544,451.0,631.0,0.7147385103011089,1187.0,1083.0,104.0,395.0,463.0,379.0,1.22163588390501,23.0,2.0,7.0,2557.0,77.5,2357.0,71.4,200.0,6.099999999999991,2015,,
90,Iowa,Big Ten,South,0.0,0.0,1.0,1.0,32.0,21.0,11.0,181.0,545.0,0.33211009174311895,524.0,703.0,0.745376955903272,1206.0,1072.0,134.0,401.0,460.0,361.0,1.27423822714681,28.0,2.0,5.0,2221.0,69.4,1980.0,61.9,241.0,7.50000000000001,2015,,
91,Iowa St.,Big 12,South,0.0,1.0,0.0,1.0,33.0,25.0,8.0,257.0,703.0,0.365576102418208,497.0,714.0,0.696078431372549,1184.0,1144.0,40.0,314.0,534.0,364.0,1.4670329670329698,13.0,7.0,5.0,2586.0,78.4,2286.0,69.3,300.0,9.10000000000001,2015,,
92,Kansas,Big 12,Midwest,0.0,0.0,1.0,1.0,34.0,26.0,8.0,198.0,528.0,0.375,579.0,804.0,0.720149253731343,1290.0,1166.0,124.0,402.0,451.0,435.0,1.0367816091954,1.0,9.0,5.0,2421.0,71.2,2199.0,64.7,222.0,6.5,2015,,
93,Kentucky,Southeastern,Midwest,0.0,1.0,4.0,1.0,34.0,34.0,0.0,185.0,529.0,0.349716446124764,596.0,825.0,0.7224242424242421,1298.0,1045.0,253.0,439.0,500.0,361.0,1.38504155124654,45.0,6.0,0.0,2547.0,74.9,1835.0,54.0,712.0,20.9,2015,,
94,Lafayette,Patriot,East,1.0,1.0,0.0,0.0,32.0,20.0,12.0,257.0,622.0,0.413183279742765,415.0,542.0,0.765682656826568,992.0,1057.0,-65.0,272.0,499.0,351.0,1.4216524216524198,192.0,0.0,2.0,2374.0,74.2,2316.0,72.4,58.0,1.8,2015,,
95,Louisville,Atlantic Coast,East,0.0,0.0,3.0,1.0,32.0,24.0,8.0,181.0,595.0,0.304201680672269,468.0,709.0,0.660084626234133,1221.0,1125.0,96.0,413.0,374.0,378.0,0.989417989417989,22.0,2.0,6.0,2215.0,69.2,1905.0,59.5,310.0,9.7,2015,,
96,LSU,Southeastern,East,1.0,0.0,0.0,0.0,32.0,22.0,10.0,184.0,543.0,0.338858195211786,438.0,636.0,0.688679245283019,1253.0,1180.0,73.0,388.0,502.0,468.0,1.07264957264957,97.0,2.0,1.0,2358.0,73.7,2167.0,67.7,191.0,6.0,2015,,
97,Manhattan,Metro Atlantic,Midwest,1.0,1.0,0.0,1.0,32.0,19.0,13.0,209.0,615.0,0.339837398373984,561.0,808.0,0.6943069306930689,1024.0,1091.0,-67.0,333.0,445.0,464.0,0.9590517241379308,304.0,0.0,0.0,2236.0,69.9,2160.0,67.5,76.0,2.4000000000000097,2015,,
98,Maryland,Big Ten,Midwest,0.0,0.0,1.0,0.0,33.0,27.0,6.0,241.0,647.0,0.37248840803709404,570.0,753.0,0.7569721115537851,1157.0,1107.0,50.0,302.0,360.0,397.0,0.906801007556675,55.0,4.0,2.0,2293.0,69.5,2087.0,63.2,206.0,6.3,2015,,
99,Michigan St.,Big Ten,East,0.0,0.0,4.0,1.0,34.0,23.0,11.0,256.0,663.0,0.38612368024132704,386.0,610.0,0.632786885245902,1281.0,1050.0,231.0,390.0,582.0,395.0,1.47341772151899,7.0,1.0,7.0,2444.0,71.9,2156.0,63.4,288.0,8.500000000000009,2015,,
100,New Mexico St.,Western Athletic,Midwest,1.0,1.0,0.0,1.0,33.0,23.0,10.0,160.0,435.0,0.36781609195402293,524.0,755.0,0.694039735099338,1170.0,947.0,223.0,414.0,398.0,459.0,0.8671023965141609,230.0,0.0,2.0,2260.0,68.5,1958.0,59.3,302.0,9.2,2015,,
101,North Carolina,Atlantic Coast,West,0.0,0.0,2.0,1.0,35.0,24.0,11.0,167.0,484.0,0.34504132231405,522.0,746.0,0.6997319034852549,1436.0,1150.0,286.0,488.0,621.0,444.0,1.39864864864865,2.0,3.0,7.0,2727.0,77.9,2394.0,68.4,333.0,9.5,2015,,
102,North Carolina St.,Atlantic Coast,East,0.0,0.0,2.0,1.0,33.0,20.0,13.0,219.0,607.0,0.360790774299835,464.0,679.0,0.6833578792341679,1249.0,1140.0,109.0,400.0,383.0,347.0,1.10374639769452,6.0,3.0,6.0,2323.0,70.4,2159.0,65.4,164.0,5.0,2015,,
103,North Dakota St.,Summit League,South,1.0,1.0,0.0,1.0,32.0,23.0,9.0,220.0,579.0,0.379965457685665,417.0,602.0,0.692691029900332,1074.0,1008.0,66.0,271.0,310.0,312.0,0.993589743589744,287.0,0.0,0.0,2065.0,64.5,1969.0,61.5,96.0,3.0,2015,,
104,North Florida,ASUN,South,1.0,1.0,0.0,0.0,34.0,23.0,11.0,308.0,788.0,0.390862944162437,522.0,721.0,0.723994452149792,1178.0,1156.0,22.0,327.0,491.0,417.0,1.17745803357314,337.0,0.0,1.0,2574.0,75.7,2304.0,67.8,270.0,7.900000000000009,2015,,
105,Northeastern,Colonial,Midwest,1.0,1.0,0.0,0.0,34.0,23.0,11.0,200.0,515.0,0.38834951456310707,510.0,703.0,0.725462304409673,1127.0,963.0,164.0,284.0,485.0,467.0,1.03854389721627,200.0,0.0,0.0,2332.0,68.6,2210.0,65.0,122.0,3.5999999999999903,2015,,
