,score,layer_sizes,epochs,learning_rate,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,loss_fn
147,142.0,"[7, 7, 7, 7]",200,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
148,153.0,"[7, 7, 7, 7]",200,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
149,131.0,"[7, 7, 7, 7]",200,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
150,132.0,"[8, 7, 7]",100,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
151,110.0,"[8, 7, 7]",100,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
152,182.0,"[8, 7, 7]",100,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
153,124.0,"[8, 7, 7]",100,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
154,112.0,"[8, 7, 7]",100,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
155,146.0,"[8, 7, 7]",150,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
156,181.0,"[8, 7, 7]",150,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
157,102.0,"[8, 7, 7]",150,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
158,161.0,"[8, 7, 7]",150,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
159,131.0,"[8, 7, 7]",150,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
160,121.0,"[8, 7, 7]",200,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
161,184.0,"[8, 7, 7]",200,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
162,133.0,"[8, 7, 7]",200,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
163,130.0,"[8, 7, 7]",200,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
164,143.0,"[8, 7, 7]",200,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
165,157.0,"[20, 15, 10, 7]",100,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
166,175.0,"[20, 15, 10, 7]",100,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
167,163.0,"[20, 15, 10, 7]",100,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
168,160.0,"[20, 15, 10, 7]",100,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
169,151.0,"[20, 15, 10, 7]",100,0.0001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
170,149.0,"[20, 15, 10, 7]",150,0.001,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
171,122.0,"[20, 15, 10, 7]",150,0.002,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
172,174.0,"[20, 15, 10, 7]",150,0.01,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
173,132.0,"[20, 15, 10, 7]",150,0.05,0.5,0.5,0.5,1,2,3,4,sparse_categorical_crossentropy
