,Cinderella,Number of Tournament Wins,Game Count,Wins,Losses,3-Pointers Made,3-Pointers Attempted,3-Point Percentage,Free Throws Made,Free Throws Attempted,Free Throw Percentage,Rebounds,Opponent's Rebounds,Rebound Differential,Offensive Rebounds,Assists,Turnovers,Assist to Turnover Ratio,ESPN Strength of Schedule,Total Points,Average PPG,Total Opp Points,Average Opp PPG,Total Scoring Differential,Scoring Differential Per Game,optimalrank,Region_East,Region_Midwest,Region_South,Region_West,Wins vs Top Teams,Losses vs Top Teams
6,0.0,1.0,-1.1404962783177512,-0.5503946028640624,-0.4661164493862455,0.9072321077555481,0.6407631036460432,0.9834665807562749,-0.6451810877068104,-0.6381463052338947,-0.013402591334244297,0.0043454065294900165,0.06464243379829226,-0.06982154752821333,-0.2398715604100291,1.292438639624256,-1.9507841420691174,3.753632509273105,-0.911012715664933,0.07775392915354395,1.6512091912206952,-0.21439757394153092,0.9540885788997027,0.5435659186251498,0.8053425337896808,10,0,0,0,1,1.5337718466079344,0.7048796676823283
28,0.0,1.0,-1.7455542372920967,-1.297805455616965,-0.1682505900190992,-0.8487909051894009,-0.9153556419878415,-0.16292499867619972,-0.08979752211201039,-0.12668766354743968,0.09687503931246721,-0.9654524298012005,-0.8235784817908699,-0.26215653492892843,0.27324072774491065,-1.1634290818608313,-0.9779556478920017,-0.4032675059400474,-0.8424341526688056,-1.1148620703120935,0.3737827267937699,-0.7443653408905713,0.9898899575508369,-0.8615643621078016,-0.6996333092387496,5,0,1,0,0,1.2118691133692323,1.0082456006089
25,1.0,1.0,-1.1404962783177512,-1.5469424065345991,0.7253469880823399,0.20078606806505134,0.2686477514292447,-0.04433199342728658,-1.449920539895194,-1.6925379665567406,1.4753429962933404,-1.3852156723920965,-0.36767748086899904,-1.324578370094783,-1.515322105252308,-0.9880099588976108,-2.268824226703944,1.2770143106154488,-0.9502004659484343,-1.351990397691226,-1.1434762103160756,-1.0570081962130267,-0.5609954821836514,-0.7646588255055291,-0.6712757350496577,7,0,0,1,0,0.5680636468918275,1.9183433993886152
44,0.0,1.0,-1.7455542372920967,-1.5469424065345991,0.12961526934804715,-1.4139477369417983,-1.4566143361213666,-0.5977632507714666,-0.509168785928492,-0.4886430099717002,-0.06854060714637501,-1.5589108072572948,-1.3816641898159185,-0.36290343309120776,-0.41579577349172275,-1.4737859917188367,-1.5766193366163808,-0.18803063161299854,-0.6269015261095481,-1.5158879180856264,-0.46815627842439045,-1.6403540116317545,-0.7405112664161583,-0.03094547694546581,0.307349308241887,5,0,0,1,0,0.24616091365312529,1.9183433993886152
389,0.0,1.0,0.6746775986052851,0.6952901517241085,-0.1682505900190992,-1.212106011315942,-0.8561554723169872,-1.6198736741342747,-0.7471903140405491,-0.1345562580349236,-2.3181244671023284,0.2431762169691377,0.15896677881661037,0.12251343987250174,1.0062582822519675,-1.3388482048240518,0.10712228792093505,-1.3765188777091009,-0.2742117735580359,-1.066041532322272,-2.6894142393712426,-1.2781458255874465,-2.789746645953429,0.204396540517196,0.09672203930357176,0,0,0,1,0,-0.45384397057612036,-0.8426633716819458
85,1.0,1.0,0.37214861911811237,-1.0486685046993307,1.618944566183779,0.22097024062763695,0.5731057668793526,-0.6986342026019252,-0.2484785408533818,-0.3942198761218931,0.5619964758387584,-0.1186886473333588,0.2847325721743678,-0.48196794910117424,-0.5037578800325695,0.14546745101858338,0.6309530155547666,-0.41244754202037087,-0.8816219029523069,-0.379066819179785,-1.1475659411830057,0.1630614830941165,-0.18531019874219934,-1.0484536112693272,-1.1041045460040286,2,0,1,0,0,1.7056457153373348,3.193457917916159
41,0.0,1.0,-1.7455542372920967,-1.297805455616965,-0.1682505900190992,-0.364370763687346,-0.24723944141677143,-0.4396400343874167,-0.5431718613730716,-0.7483066280586697,0.8963858213690401,-0.9365032406570009,-0.3047945841901203,-0.8300026882072301,-0.5037578800325695,-1.7166740081294498,-1.183746290891007,-0.8308956477643951,-0.7150739642474262,-0.6615285032637518,1.3255418280815057,-0.4126588968289417,1.6305060493871182,-0.5639259282579646,-0.3387978992500631,6,1,0,0,0,0.5680636468918275,1.3116115335354719
395,1.0,1.0,0.6746775986052851,-1.0486685046993307,1.9168104255509253,-1.0304484582526714,-0.7969553026461329,-1.1452948355642532,0.4202486095566835,0.18805611595191726,0.7484490551867645,0.5833291894134844,0.9764444356420339,-0.39953866878658206,0.8596547713505561,0.41534302480815344,1.5102403083686982,-0.7567280093492607,0.019696353568224287,-0.2291180239253335,-1.2859369423024607,0.6053367418429559,0.1129077150606132,-1.5537467664097482,-1.6025608644335987,0,0,0,1,0,-0.8137589182283629,-0.4390512427221353
402,0.0,1.0,0.6746775986052851,2.1901118572299136,-1.9554457462219772,1.3714680766950174,1.097450126821205,1.0948756409238654,0.9983008921145365,0.841149458413083,0.3768616408410128,0.04776919024578959,0.20612895132576942,-0.17972725461433625,0.09731651466321703,1.103525737971557,-0.21091779671389127,1.1617632051993687,-0.5387290879716701,0.6496516598914519,0.17684221238894238,-0.27540105790688807,-1.2390134941788045,1.7894942463686536,1.6147480999754444,0,1,0,0,0,0.9858158200328497,-0.8426633716819458
403,0.0,1.0,0.06961963963093966,1.442701004477011,-1.6575798868548308,-1.535052772317312,-1.7610723515714743,-0.012637533466685377,-0.7925277479666553,-0.8427297619084768,0.259891469821543,-0.03907837718680956,-1.2480380343733013,1.4047466892106022,-0.22521120931988797,-0.6236779342816912,-1.426953414435286,0.6499407512682909,-0.8032464023853042,-1.1009133451721445,-1.9975592337739565,-1.9834986089368885,-3.266895308037929,1.4157157480456024,1.4334912569101461,0,1,0,0,0,0.9858158200328497,-0.03543911376232485
33,1.0,1.0,-1.7455542372920967,-0.05212070102879409,-1.6575798868548308,-0.48547579906285976,-0.4332971175251707,-0.3210482150602518,-1.0532179930417656,-0.7797810060086053,-1.1161772987789125,-1.327317294103697,-1.216596586033862,-0.26215653492892843,-0.5184182311227107,0.4288368034976319,-0.11737659535070706,0.43241499045392134,1.8223328666092868,-1.0834774387472084,0.4396741811379515,-1.9377459959628707,-1.314856202444837,1.3672629797444662,2.0024362522312997,6,1,0,0,0,-1.041450019301684,-1.1153159298771018
29,0.0,1.0,-2.9556701552407874,-2.294353259287502,-0.1682505900190992,-1.63597363513024,-1.8371868554340014,-0.16292499867619972,-1.619935917118092,-1.8026982893815156,1.1996497191877866,-2.5648951300182348,-2.2148625708110616,-0.6651441275780458,-1.6765859672438603,-2.52630072949816,-0.8095814854382701,-1.9737409550867449,-0.8228402775270549,-2.4609140463171695,-0.2864001628021212,-2.0445020929022455,0.535599390400812,-1.1730464440436776,-0.9386091205642378,6,0,0,1,0,0.5680636468918275,0.4015137347557567
46,0.0,1.0,-1.4430252578049239,-0.7995315537816966,-0.4661164493862455,-0.5863966618757879,-0.41638278333349804,-0.6768236730417422,-1.2799051626722961,-1.2518966752576408,-0.040971613024984,-0.719384322075503,-0.8235784817908699,0.04924296848175314,-0.41579577349172275,-1.0284912949660463,-0.6412073229845386,-0.5472367059505016,-0.7444647769600522,-1.2543493217115833,-0.45429963242017163,-1.1485134221610624,-0.27477557288304366,-0.40472397526851694,-0.20753050332442863,6,0,0,0,1,1.2118691133692323,1.3116115335354719
385,0.0,1.0,0.6746775986052851,0.44615320080647425,0.12961526934804715,0.20078606806505134,0.26019058433340836,-0.02594616312042027,-0.3391534087055941,-0.6538834942088626,1.3236875227654525,0.5254308111250849,0.9607237114723142,-0.4544915223296435,0.21459932338434612,0.3343803526712824,0.38774589201048765,-0.07122231119946576,-0.5779168382551714,0.5659593090517581,0.038471211269484606,1.0018593876177775,0.7093435426662383,-0.6954405850753345,-0.7642479652565966,0,0,0,0,1,-0.09392902292387785,0.36817301519748563
336,1.0,1.0,0.37214861911811237,-0.05212070102879409,0.4274811287151935,-0.08179234781114733,0.6069344352626979,-1.5865188568477788,0.7262762885578998,0.5814858403261135,0.3767185690983743,0.315549189829637,1.16509312567867,-0.9582260131410402,0.5957684517280156,0.887625278939901,-0.005127153714886007,0.7594988351751295,-0.46035358740466736,0.11960010457339088,-0.277805362717845,0.6053367418429559,0.5105316001310299,-0.8615643621078016,-0.9132355976246621,0,1,0,0,0,-0.45384397057612036,1.579009402076917
334,1.0,1.0,0.06961963963093966,0.9444271026417426,-1.0618481681205383,-0.16252903806148983,0.39550525786678964,-1.3605260053946082,1.0209696090775895,1.2817907497121828,-0.9046572060895105,0.26488810882728747,-0.1318666183232038,0.48886579682624476,-0.005305942967770923,0.6042559264608525,0.7993271780084982,-0.14493811282188343,1.685175740617032,0.2660617185428551,0.433816928753648,-0.054263428532468384,-0.1256666159816374,0.6266278071413833,0.6390764994130189,0,0,0,1,0,-0.8137589182283629,-0.8426633716819458
10,0.0,1.0,-1.1404962783177512,-0.05212070102879409,-1.0618481681205383,-0.8286067326268153,-1.1267848193837497,0.5881585397961447,-0.1691380314826961,-0.008658746235180823,-0.6199287603799326,0.062243784817889454,-1.468128172749377,1.7894166640120324,-0.45977682676214615,0.1859487870870189,0.032289326830387675,0.07740329740030533,-1.028575966515437,-0.15937439822558863,1.1877007819661496,-0.511789558272647,0.41935222449496323,0.6127841590553444,0.8834705001061733,9,0,1,0,0,2.821382779562744,0.4015137347557567
366,0.0,1.0,0.6746775986052851,0.6952901517241085,-0.1682505900190992,-0.8084225600642296,-1.0929561510004044,0.5486283286610081,1.1569819108559078,1.053601509575149,0.18369770506133004,0.9162448645717811,0.7799353835205378,0.2507367648063118,0.8449944202604149,-0.11091434408150815,1.0238260612801402,-0.8810300297894181,-1.0383729040863123,0.049856478873646005,-0.8312893671956733,0.21643953156380402,-0.4835281125450119,-0.2939747905802055,-0.4017342791259982,0,0,1,0,0,2.42547561064182,0.771785144157296
359,1.0,1.0,0.37214861911811237,0.1970162498888401,0.12961526934804715,-1.5148685997547264,-1.3974141664505122,-1.178832216548554,0.3069050247414182,0.18018752146443334,0.3800872583118179,-0.5891129709266042,0.27687221008950796,-1.068131720227163,-0.5184182311227107,-0.12440812277098665,-0.5289578813487176,0.2686217059820717,0.4213707939741132,-0.11055386023576722,-0.6731510802020084,-0.3402172596200801,-0.9805579688830328,0.398207613721741,0.3459501985183571,0,0,0,0,1,-0.8137589182283629,-0.8426633716819458
351,0.0,1.0,0.06961963963093966,-0.3012576519464283,0.4274811287151935,-1.5552369448798977,-1.4735286703130392,-1.0984852144457933,-0.8378651818927614,-0.5673289548465394,-1.0910046747321787,-0.4950281062079551,-1.0279478959972257,0.5712950771408369,0.09731651466321703,-1.0689726310344818,0.5374118141915823,-1.3933959607032278,-0.4995413376881687,-1.4321955672459326,-2.570810524125993,-1.4230291000051696,-2.352360372375972,-0.25936567036510816,-0.2657916468270246,0,0,1,0,0,-0.09392902292387785,-0.8426633716819458
314,0.0,1.0,0.6746775986052851,0.9444271026417426,-0.4661164493862455,-0.0010556575608048552,0.5984772681668615,-1.35188729800067,0.8056167979285855,0.7782007025132116,-0.024050312659751768,1.0754654048648795,1.1415120394240905,0.03092535063406599,0.009354408122370213,0.7391937133556374,-0.6786238035298123,1.2952779033176456,-0.4701505249755427,0.8065748177158779,0.433816928753648,0.8951032906784024,0.5502939886380722,-0.024023652902446343,-0.1351800981476194,0,0,0,0,1,-0.09392902292387785,-0.8426633716819458
14,1.0,1.0,-1.1404962783177512,0.44615320080647425,-1.6575798868548308,-0.687317524688716,-0.8899841407003325,0.3509749011418193,-1.9486323130823613,-1.9049900177188064,-0.013402591334244297,-0.8713675650825514,-1.3345020173067597,0.45223056113087046,-0.6503613909339809,-0.8125908359343902,-1.5204946157984702,0.5352531308277068,0.8132482968091268,-0.5638874272841089,0.39700934699782275,-1.0188810187346784,-0.4924400049899916,0.7304551677866754,1.016287908714147,9,0,0,0,1,-0.7195472860629817,-0.5085840640239584
349,0.0,1.0,0.06961963963093966,-0.3012576519464283,0.4274811287151935,-1.0910009759404284,-1.211356490342113,-0.12431689323087301,0.1255552890369937,0.37690238365153145,-0.9324066070512776,0.08395567667603925,-0.7764163092817108,1.0109179054853286,0.6690702071787213,-1.2308979753082239,-0.3044589980770755,-1.0037499500887526,-0.6171045885386728,-0.6301438716988665,-1.1475659411830057,-0.7024254456643882,-1.1793699114182412,0.024429115398689912,0.02875072315408276,0,0,1,0,0,0.2659859247283647,1.1753972731171065
320,1.0,1.0,-1.1404962783177512,-0.3012576519464283,-0.7639823087533919,-1.1515534936281853,-1.4650715032172028,0.5077908027988421,-0.4638313520023859,-0.1030818800849879,-1.3747075611938575,-0.23448540391015765,-1.9318895357561074,1.9542752246412167,0.5078063451871688,-0.46175259000794916,-0.11737659535070706,-0.4072236168199446,0.6956850459586227,-1.052092807182323,-0.040597932227346395,-1.4268418177530044,-0.8016272206013456,0.502034974367033,0.8524983402990595,0,0,0,0,1,-0.8137589182283629,-0.4390512427221353
67,1.0,1.0,-2.653141175753615,-1.7960793574522333,-0.4661164493862455,-2.5846297455717644,-2.1923878734591273,-3.3649137264757996,-1.041883634560239,-0.9371528957582839,-0.3993734990865126,-1.1970459429547984,-1.6803579490405927,0.4430717522070269,-0.7383234974748277,-2.1754624835717187,0.06970580737566136,-2.121617822249457,1.2149227372150158,-2.1331190055283686,-0.12131485295391198,-1.7928627215451474,0.5039040290721074,-0.9792353708391326,-0.7132694781444795,1,1,0,0,0,-1.041450019301684,-1.1153159298771018
354,1.0,1.0,0.37214861911811237,0.44615320080647425,-0.1682505900190992,-0.5056599716254454,-0.441754284621007,-0.35796474547877427,0.6922732131133202,0.93557259226289,-0.8714768497710489,-0.8858421596546513,0.08036315796801195,-1.2146726630086602,-1.4566807008917433,-0.04344545063411563,-0.023835393987522848,-0.0893801594684114,0.05888410385172565,-0.5429643395741854,-1.4243079434219184,-0.5041641227769774,-1.2390134941788045,-0.16246013376283563,-0.2204774360607,0,1,0,0,0,-0.45384397057612036,-0.4390512427221353
323,1.0,1.0,0.06961963963093966,0.9444271026417426,-1.0618481681205383,0.3218911034405651,0.28556208562091734,0.255437350655006,0.0008773457402018552,-0.1345562580349236,0.46836445558712075,-0.2417227011962076,-0.36767748086899904,0.12251343987250174,0.52246669627731,1.967127574098181,0.3316211711925771,1.4185776170412088,1.4990339267704005,0.6147798470415795,1.0466027908541031,-0.4622242275507944,-0.7817460263478244,2.0594453840464126,2.1047080038863286,0,1,0,0,0,-0.8137589182283629,-0.8426633716819458
438,1.0,1.0,0.6746775986052851,0.6952901517241085,-0.1682505900190992,0.7861270723800343,0.5392770984960072,0.9118614123697372,0.8509542318546917,0.6601717852009528,0.5130477238192801,0.930719459143881,0.37119655510782607,0.7453124466938649,0.7716926648097093,1.34641375438217,0.48128709337367187,0.7369858439711726,1.2345166123567664,1.0053441509601508,0.7698607886151876,0.43376444319038887,-0.14554781023515712,1.2080610267550185,1.0483204653963876,0,0,1,0,0,-0.8137589182283629,-1.2462755006417563
357,0.0,1.0,-0.23290933985623305,-0.5503946028640624,0.4274811287151935,-1.1515534936281853,-1.1521563206712586,-0.5420706586170033,0.3862455341121039,0.4555883285263707,-0.318786188511787,-0.5384518899242547,-0.5013036363116163,-0.09729797429974406,0.038675110302652485,-0.6911468277290838,0.2193717295567561,-0.8618330421170151,-0.9306065908066836,-0.7487080353884329,-0.9301257965667141,-0.5270404292639864,-0.5034093067985345,-0.5293168080428673,-0.49236270065864535,0,0,0,1,0,-0.45384397057612036,0.771785144157296
84,1.0,1.0,-0.23290933985623305,0.9444271026417426,-1.3597140274876847,0.07968103268953762,0.31939075400426264,-0.5107382235242182,-0.14646931451964304,-0.3312711202220217,0.6993617519189099,0.08395567667603925,-0.07684408372918489,0.19578391126325034,-0.12258875168890002,1.373401311761127,-0.09866835507807022,1.303908605263149,1.3912676134907718,0.6112926657565922,1.5605522235835143,-0.15720680772400858,0.13278890931413292,1.498777636561836,1.6374052053586068,1,0,0,0,1,-0.45384397057612036,-0.4390512427221353
333,1.0,1.0,0.06961963963093966,0.1970162498888401,-0.1682505900190992,-0.08179234781114733,0.4462482604418076,-1.2469574211483807,0.34090810018599776,0.3139536277516601,0.016496565627304092,0.25765081154123753,-0.12400625623834394,0.4705481789785576,0.41984423864632203,-0.002964114565680129,-1.1650380506183702,1.0536224243158931,0.11766572927697769,-0.222143661355359,-0.43594364971150984,-0.9388139460301472,-1.5571126022351383,1.2634356190991742,1.2904682791789344,0,0,0,1,0,-0.45384397057612036,-0.8426633716819458
65,1.0,1.0,-2.0480832167792693,-2.0452163083698673,0.4274811287151935,-1.63597363513024,-1.28747099420464,-1.9813384688582711,-2.34533485993579,-1.9128586122062905,-2.246519346183821,-1.7760297258387927,-0.9336235509789076,-1.1597198094655987,-1.3247375410804731,-1.3523419835135302,-1.6140358171616545,-0.0041072939852239004,-0.9795912786610603,-2.049426654688675,-1.0760992523453627,-1.4039655112659954,0.21843039419583762,-1.5191376461946509,-1.4823039100022604,1,0,1,0,0,0.24616091365312529,1.6149774664620435
364,0.0,1.0,0.06961963963093966,-0.5503946028640624,0.7253469880823399,-1.1515534936281853,-0.9491843103711868,-1.14684084139939,0.5335921943719488,0.2588734663392726,0.8792091195838093,0.30831189254358704,0.04106134754371274,0.34232485404474755,0.8303340691702739,0.010529664123798374,-0.36058371889498597,0.24877694027097064,-0.7738555896726782,-0.6475797781238027,-1.1871005129314198,-0.6185456552120221,-1.040201551643596,-0.16246013376283563,-0.17516322529437317,0,0,0,1,0,-0.09392902292387785,0.771785144157296
344,0.0,1.0,0.6746775986052851,0.6952901517241085,-0.1682505900190992,-0.22308155574924668,-0.07809609950004484,-0.42743895614300226,0.964297816669957,0.8332808639255991,0.29611312925871,0.38068486540408636,1.0629084185754922,-0.7567322168164815,1.4314084638660605,1.211475967487385,0.35032941146521396,0.7326682840142714,-0.6464954012512988,0.8588825369906866,0.5128860722504819,0.925605032661081,0.5900563771451116,0.024429115398689912,-0.0845348037617244,0,0,0,0,1,-0.45384397057612036,-0.03543911376232485
166,0.0,1.0,0.37214861911811237,1.442701004477011,-1.3597140274876847,0.7861270723800343,0.11641874370419074,2.043549562270594,0.3635768171490508,0.062158604152174494,1.026994832932413,1.336008107162677,-0.48558291214189664,2.256515919128055,0.3025614299251929,2.4124222708509717,1.0238260612801402,1.180201877377464,0.0490871662808503,0.9251389814054443,1.105904648476727,-0.01613625105412016,-0.4636469182914922,1.8656343108418676,1.7960049430407425,0,0,1,0,0,-0.09392902292387785,0.36817301519748563
372,0.0,1.0,0.37214861911811237,0.9444271026417426,-0.7639823087533919,0.059496860126952,-0.08655326659588117,0.4493432773763566,1.0549726845221692,0.6523031907134688,1.1988800532715442,-0.04631567447285949,0.3161740205138072,-0.4270150955581128,-0.6210406887536987,-1.3388482048240518,0.31291293091994027,-1.4994713727640092,-0.5093382752590441,-0.3965027256047212,-1.1673332270572128,-0.2105848561936961,-0.7817460263478244,-0.40472397526851694,-0.44704848989232276,0,0,1,0,0,0.6259008723806072,-0.4390512427221353
431,0.0,1.0,0.37214861911811237,0.1970162498888401,0.12961526934804715,-1.0910009759404284,-1.0506703155212227,-0.6287642790757461,1.7917059858213937,1.7539064189612181,-0.06616409577071578,0.6846513514181835,-0.39125856712357854,1.3223174088960101,0.6544098560885802,0.53678703301346,1.0238260612801402,-0.35601473902787595,-1.0383729040863123,0.7682158235810183,0.8291626462378114,0.6968419677909916,0.6695811541591961,0.25977113286135173,0.18735046083621895,0,0,0,1,0,0.6259008723806072,0.36817301519748563
16,1.0,1.0,-2.9556701552407874,-1.7960793574522333,-0.7639823087533919,-1.1717376661907708,-1.4227856677380213,0.2719132929497932,-1.23456772874619,-1.1732107303828017,-0.20638888607562805,-2.268165941290188,-1.8532859149075092,-0.7109381721972636,-1.5446428074325902,-2.391362942603375,-1.4830781352531965,-1.3563709296885196,2.2729919948695523,-2.3597857890525393,-0.03716001179829158,-2.101692859119768,0.4059390328471635,-0.8684861861508211,-0.5051688389700729,7,0,0,0,1,-1.041450019301684,-1.1153159298771018
437,0.0,1.0,0.06961963963093966,-0.05212070102879409,0.12961526934804715,-1.3130268741288702,-1.185984989054604,-1.0475107140788458,0.21623015688920594,0.7388577300757919,-1.7719231242524496,0.2938372979714872,0.4104983655321253,-0.10645678322358763,0.8743151224406972,1.3059324183137346,0.9489931001895929,0.3238810776190757,-0.7248709018183015,0.2660617185428551,0.433816928753648,0.4223262899468844,0.6496999599056763,-0.23860019823604978,-0.2431345414438644,0,1,0,0,0,0.2659859247283647,1.1753972731171065
428,1.0,1.0,-0.5354383193434058,0.6952901517241085,-1.3597140274876847,-1.3332110466914557,-1.7949010199548197,1.0038979147332112,0.771613722484006,0.636566001738501,0.3367024885746699,-0.9871643216593503,-1.0279478959972257,-0.05150392968052619,-0.38647507131144043,-0.3403085818026427,-0.716040284075086,0.22388153607496464,1.342282925636395,-0.6894259535436497,-0.3568745062146788,-1.2476440836047678,-1.3185382711928877,0.8965789448191426,1.093634676162712,0,1,0,0,0,-0.8137589182283629,-0.8426633716819458
337,1.0,1.0,0.6746775986052851,-0.3012576519464283,1.0232128474494862,0.80631124494262,0.7168776075085701,0.5353093512234751,-0.509168785928492,-0.7561752225461535,1.0787087983301538,-1.0233508080895999,0.7013317626719394,-2.112235937545331,-2.3656224684804936,-0.7181343851080407,-0.8657062062561807,-0.030369027243156443,-0.1468515851366565,-0.3302462811899636,-1.4638425151703354,-0.012323533306285338,-0.8413896091083878,-0.6331441686881593,-0.7215992963000532,0,0,0,0,1,-0.09392902292387785,-1.2462755006417563
11,1.0,1.0,-2.0480832167792693,-1.5469424065345991,-0.1682505900190992,-0.8286067326268153,-1.1267848193837497,0.5881585397961447,-2.2093225581574716,-2.2512081751680992,0.5655545560207043,-2.1451318874273393,-2.120538225792744,-0.24383891708124125,-1.7645480737847072,-1.5142673277872722,-0.6973320438024492,-1.0005490051467636,0.039290228709974964,-2.063375379828624,-1.1065105772493138,-2.0978801413719332,-1.1732524460771194,-0.28705296653718604,0.06883643754242706,9,0,0,1,0,-1.041450019301684,-1.1153159298771018
398,0.0,1.0,0.37214861911811237,1.6918379553946452,-1.6575798868548308,0.07968103268953762,-0.41638278333349804,1.4588752866937202,-0.36182212566864713,-0.44930003753428055,0.34328996145481655,-1.0595372945198496,-1.0043668097426461,-0.17056844569049268,-1.5593031585227313,-0.8800597293817828,-0.6412073229845386,-0.39597255017448024,0.3429952934071105,-0.8707593803629864,-1.9777919478997468,-1.3353365918049687,-2.55117231491118,0.6958460475715781,0.6404925684994665,0,1,0,0,0,-0.45384397057612036,-0.4390512427221353
249,0.0,1.0,0.06961963963093966,1.1935640535593768,-1.3597140274876847,0.8870479351929624,0.4124195920584623,1.514499443174068,-1.574598483191986,-1.7161437500191923,0.9456693092658162,-0.1693497283357083,-1.7746822940589106,1.8535283264789375,-0.5330785822128519,1.0360568445241645,-0.8095814854382701,1.7535561594406737,-0.28400871112891124,-0.3581437314698615,-0.6731510802020084,-1.2743331078396116,-2.113786041333721,1.602604997207128,1.6374052053586068,0,0,0,0,1,-0.8137589182283629,-0.03543911376232485
52,0.0,1.0,-1.4430252578049239,-0.7995315537816966,-0.4661164493862455,-1.1919218387533566,-1.084498983904568,-0.9140084976178203,-0.5431718613730716,-0.5358545768966038,-0.013402591334244297,-0.5963502682126541,-0.5720468950753549,-0.08813916537590048,-0.5184182311227107,-1.2039104179292668,1.2296167042791455,-1.8668071180922665,-0.9012157780940576,-0.8672721990779991,0.3293322722093268,-0.38596987259409793,1.1453103804868907,-1.0207663150972492,-0.9277028432993724,6,0,1,0,0,2.1775773130853393,0.7048796676823283
216,0.0,1.0,0.37214861911811237,0.44615320080647425,-0.1682505900190992,-0.22308155574924668,-0.17112493755424446,-0.18830630208537089,0.601598345261108,0.7545949190507598,-0.5949503694885508,0.5905664866995343,0.48124162429586387,0.18662510233940677,0.6544098560885802,0.3478741313607609,0.1819552490114824,0.10295295505930264,-0.8522310902396809,1.0960108643698192,1.4024139365898496,0.7997853469825319,0.8286307081873622,0.7235333437436559,0.6631496738826287,0,0,0,0,1,1.3457307676850923,0.36817301519748563
140,0.0,1.0,0.06961963963093966,0.44615320080647425,-0.4661164493862455,1.492573112070531,1.6471659880505665,0.20064659420184514,1.6216906085984957,0.93557259226289,1.9937790524897447,0.416871351834336,0.37119655510782607,0.09503701310097101,0.6397495049984391,0.037517221502755375,0.2193717295567561,-0.1996039336551754,-0.5093382752590441,0.9111902562654952,1.5803195094577243,0.7769090404955229,1.2262545932577789,0.398207613721741,0.4139215146678437,0,0,1,0,0,-0.09392902292387785,-1.2462755006417563
212,0.0,1.0,0.9772065780924578,0.9444271026417426,-0.1682505900190992,1.0081529705684762,0.919849617808642,0.5873333466452227,1.3836690804864384,0.943441186750374,1.233499896825026,0.7787362161368325,0.8192371939448371,0.03092535063406599,0.31722178101533405,-0.01645789325515863,0.27549645037466663,-0.29717204425632937,-0.9599974035193096,1.4517033554385181,1.0466027908541031,1.1505553797833354,0.5304127943845497,0.7927515841738505,0.5951783577331421,0,1,0,0,0,2.065560662989577,0.36817301519748563
142,1.0,1.0,0.6746775986052851,0.6952901517241085,-0.1682505900190992,1.8357040456344866,1.943166836404838,0.38707378722888747,-0.14646931451964304,-0.03226452969763259,-0.46287410739195184,1.1767875668695786,1.3616021778001661,-0.09729797429974406,0.9329565268012617,1.5758079921033046,0.8554518988264087,0.6092477486743034,-0.3231964614124126,1.6609342325377527,1.857061511696637,1.6652722757410365,1.7431656438493224,0.27361478094739067,0.14203625006989656,0,0,0,1,0,-0.8137589182283629,-0.4390512427221353
93,1.0,1.0,0.06961963963093966,-1.0486685046993307,1.3210787068166325,0.3218911034405651,0.7676206100835882,-0.8518585876704369,-0.7925277479666553,-0.5201173879216359,-1.0929892235748966,0.38068486540408636,-0.42270001546301794,0.9742826697899543,1.2408238996942256,-0.21886457359733616,0.8367436585537719,-0.854521904814687,-0.6464954012512988,-0.3965027256047212,-0.7324529378246324,0.029616361919897707,0.013501743793009023,-0.8407988899787432,-0.8548763867892437,1,0,0,0,1,2.065560662989577,2.386233659996538
290,1.0,1.0,0.37214861911811237,0.1970162498888401,0.12961526934804715,0.4429961388160788,0.1333330778958634,0.9965061568757865,-0.5885092952991777,0.14871314351449766,-2.664581967407693,0.40963405454828605,0.622728141823341,-0.20720368138586695,-0.04928699623819433,-0.3807899178710782,0.35032941146521396,-0.6744450657554368,0.3723861061197365,-0.02686150939607336,-0.5347800790825507,0.42613900769471924,0.2321948805817371,-0.8269552418927043,-0.8789066500744167,0,0,1,0,0,-0.8137589182283629,-1.2462755006417563
92,0.0,1.0,0.06961963963093966,-0.3012576519464283,0.4274811287151935,-0.12216069293631858,-0.0019815956375178745,-0.3162943081302447,-0.45249699352085937,-0.6774892776713144,0.9594556565997128,0.6484648649879338,-0.6899523263482525,1.624558103382848,0.09731651466321703,-0.4887401473869062,0.7806189377358613,-1.044760361135188,-0.8522310902396809,-0.43137453845459367,-0.8115220813214662,-0.2296484449328702,-0.40400333553093026,-0.43933309548361427,-0.44704848989232276,1,1,0,0,0,2.42547561064182,1.9826215310367274
87,1.0,1.0,0.6746775986052851,-1.0486685046993307,1.9168104255509253,0.7861270723800343,1.4441939777504944,-1.050742792906468,-0.6905185216329165,-0.716832250108734,0.137681269728603,-0.18382432290780815,0.724912848926519,-1.0772905291510066,0.24392002556462838,-0.5831965982132556,0.3690376517378508,-0.8657170838088628,-0.8130433399561796,-0.2988616496250784,-1.4045406575477113,0.08299441038958523,-0.7022212493337414,-0.7438933533764708,-0.8322192814060815,1,0,0,0,1,0.2659859247283647,3.5970700468759693
